Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
N;AM;MANAUS;AUTO POSTO NETAO LTDA - ME; 03.380.051/0004-27;RUA BARAO DO RIO BRANCO;15;PARQUE DAS LARANJEIRAS;FLORES;69058-581;GASOLINA ADITIVADA;13/10/2022;5,14;;R$ / litro;EQUADOR
N;AM;MANAUS;AUTO POSTO NETAO LTDA - ME; 03.380.051/0004-27;RUA BARAO DO RIO BRANCO;15;PARQUE DAS LARANJEIRAS;FLORES;69058-581;ETANOL;13/10/2022;3,99;;R$ / litro;EQUADOR
S;RS;CAXIAS DO SUL;SQUIZZATO COMERCIO DE COMBUSTIVEIS LTDA; 00.547.721/0002-05;RODOVIA RSC-453;41573;;CIDADE NOVA;95112-133;GASOLINA;13/10/2022;4,79;;R$ / litro;RAIZEN
S;RS;CAXIAS DO SUL;SQUIZZATO COMERCIO DE COMBUSTIVEIS LTDA; 00.547.721/0002-05;RODOVIA RSC-453;41573;;CIDADE NOVA;95112-133;GASOLINA ADITIVADA;13/10/2022;4,99;;R$ / litro;RAIZEN
S;RS;GRAVATAI;SIM REDE DE POSTOS LTDA; 07.473.735/0048-45;RODOVIA RS 118;3054;KM 20;SÃO GERALDO;94030-260;GASOLINA;13/10/2022;4,59;;R$ / litro;VIBRA ENERGIA
S;RS;GRAVATAI;SIM REDE DE POSTOS LTDA; 07.473.735/0048-45;RODOVIA RS 118;3054;KM 20;SÃO GERALDO;94030-260;GASOLINA ADITIVADA;13/10/2022;4,79;;R$ / litro;VIBRA ENERGIA
S;PR;CURITIBA;AUTO POSTO ATUBA LTDA; 07.972.549/0001-97;RUA REZALA SIMAO;60;;SANTA QUITERIA;80330-180;GASOLINA;13/10/2022;4,9;;R$ / litro;PELIKANO
S;PR;CURITIBA;AUTO POSTO ATUBA LTDA; 07.972.549/0001-97;RUA REZALA SIMAO;60;;SANTA QUITERIA;80330-180;GASOLINA ADITIVADA;13/10/2022;4,9;;R$ / litro;PELIKANO
S;PR;CURITIBA;AUTO POSTO ATUBA LTDA; 07.972.549/0001-97;RUA REZALA SIMAO;60;;SANTA QUITERIA;80330-180;ETANOL;13/10/2022;3,85;;R$ / litro;PELIKANO
S;RS;CANOAS;EDN COMERCIO DE COMBUSTIVEIS LTDA; 13.140.422/0001-04;RUA FLORIANOPOLIS;1072;;MATHIAS VELHO;92330-500;ETANOL;13/10/2022;4,89;;R$ / litro;BRANCA
S;RS;CANOAS;EDN COMERCIO DE COMBUSTIVEIS LTDA; 13.140.422/0001-04;RUA FLORIANOPOLIS;1072;;MATHIAS VELHO;92330-500;GASOLINA;13/10/2022;4,49;;R$ / litro;BRANCA
S;RS;CANOAS;EDN COMERCIO DE COMBUSTIVEIS LTDA; 13.140.422/0001-04;RUA FLORIANOPOLIS;1072;;MATHIAS VELHO;92330-500;GASOLINA ADITIVADA;13/10/2022;4,69;;R$ / litro;BRANCA
S;SC;SAO JOSE;REDE ECONOMIC COMERCIO DE COMBUSTIVEIS LTDA; 08.940.015/0007-37;RUA JOAQUIM VAZ;1,459;;PRAIA COMPRIDA;88102-650;GASOLINA;13/10/2022;4,93;;R$ / litro;BRANCA
S;SC;SAO JOSE;REDE ECONOMIC COMERCIO DE COMBUSTIVEIS LTDA; 08.940.015/0007-37;RUA JOAQUIM VAZ;1,459;;PRAIA COMPRIDA;88102-650;GASOLINA ADITIVADA;13/10/2022;5,03;;R$ / litro;BRANCA
SE;SP;SAO PAULO;COMERCIO DE COMBUSTIVEIS BRAGANCA EIRELI; 14.112.238/0001-13;RUA SERRA DE BRAGANCA;1,446;;TATUAPE;03318-000;ETANOL;13/10/2022;3,59;;R$ / litro;RAIZEN
SE;SP;SAO PAULO;COMERCIO DE COMBUSTIVEIS BRAGANCA EIRELI; 14.112.238/0001-13;RUA SERRA DE BRAGANCA;1,446;;TATUAPE;03318-000;GASOLINA;13/10/2022;5,39;;R$ / litro;RAIZEN
SE;SP;SAO PAULO;COMERCIO DE COMBUSTIVEIS BRAGANCA EIRELI; 14.112.238/0001-13;RUA SERRA DE BRAGANCA;1,446;;TATUAPE;03318-000;GASOLINA ADITIVADA;13/10/2022;5,69;;R$ / litro;RAIZEN
S;RS;SAO LEOPOLDO;SCHMITT E ARNOLD LTDA; 08.836.259/0001-89;AVENIDA MAUA;488;;SÃO JOSÉ;93020-190;GASOLINA;13/10/2022;4,49;;R$ / litro;RODOIL
S;RS;SAO LEOPOLDO;SCHMITT E ARNOLD LTDA; 08.836.259/0001-89;AVENIDA MAUA;488;;SÃO JOSÉ;93020-190;GASOLINA ADITIVADA;13/10/2022;4,59;;R$ / litro;RODOIL
SE;SP;SAO PAULO;POSTO DE SERVIÇOS ARCUAN LTDA; 13.677.002/0001-61;AVENIDA JOAO XXIII;1376;;VILA FORMOSA;03361-001;ETANOL;13/10/2022;3,29;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;POSTO DE SERVIÇOS ARCUAN LTDA; 13.677.002/0001-61;AVENIDA JOAO XXIII;1376;;VILA FORMOSA;03361-001;GASOLINA;13/10/2022;4,79;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;POSTO DE SERVIÇOS ARCUAN LTDA; 13.677.002/0001-61;AVENIDA JOAO XXIII;1376;;VILA FORMOSA;03361-001;GASOLINA ADITIVADA;13/10/2022;5,09;;R$ / litro;IPIRANGA
S;RS;GRAVATAI;POSTO DE COMBUSTIVEIS BBCA LTDA; 10.508.173/0001-79;AVENIDA DORIVAL CANDIDO LUZ DE OLIVEIRA;3068;;BOM PRINCIPIO;94070-001;GASOLINA;13/10/2022;4,55;;R$ / litro;IPIRANGA
S;RS;GRAVATAI;POSTO DE COMBUSTIVEIS BBCA LTDA; 10.508.173/0001-79;AVENIDA DORIVAL CANDIDO LUZ DE OLIVEIRA;3068;;BOM PRINCIPIO;94070-001;GASOLINA ADITIVADA;13/10/2022;4,65;;R$ / litro;IPIRANGA
SE;ES;GUARAPARI;POSTO PRAIA DE SANTA MONICA LTDA; 10.757.820/0001-86;RODOVIA DO SOL;S/N;KM    05;SANTA MONICA;29221-305;GASOLINA;13/10/2022;4,84;;R$ / litro;VIBRA ENERGIA
SE;ES;GUARAPARI;POSTO PRAIA DE SANTA MONICA LTDA; 10.757.820/0001-86;RODOVIA DO SOL;S/N;KM    05;SANTA MONICA;29221-305;GASOLINA ADITIVADA;13/10/2022;5,49;;R$ / litro;VIBRA ENERGIA
SE;SP;SAO PAULO;POSTO DE SERVICOS GABIMAR LTDA; 14.152.893/0001-03;AVENIDA SAPOPEMBA;2,62;;VILA REGENTE FEIJO;03345-000;ETANOL;13/10/2022;3,59;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;POSTO DE SERVICOS GABIMAR LTDA; 14.152.893/0001-03;AVENIDA SAPOPEMBA;2,62;;VILA REGENTE FEIJO;03345-000;GASOLINA;13/10/2022;4,89;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;POSTO DE SERVICOS GABIMAR LTDA; 14.152.893/0001-03;AVENIDA SAPOPEMBA;2,62;;VILA REGENTE FEIJO;03345-000;GASOLINA ADITIVADA;13/10/2022;4,99;;R$ / litro;IPIRANGA
S;RS;GRAVATAI;SIM REDE DE POSTOS LTDA; 07.473.735/0055-74;AVENIDA ELY CORREA;2543;RS 030;SÍTIO SOBRADO;94180-130;GASOLINA;13/10/2022;4,49;;R$ / litro;VIBRA ENERGIA
S;RS;GRAVATAI;SIM REDE DE POSTOS LTDA; 07.473.735/0055-74;AVENIDA ELY CORREA;2543;RS 030;SÍTIO SOBRADO;94180-130;ETANOL;13/10/2022;4,69;;R$ / litro;VIBRA ENERGIA
S;RS;GRAVATAI;SIM REDE DE POSTOS LTDA; 07.473.735/0055-74;AVENIDA ELY CORREA;2543;RS 030;SÍTIO SOBRADO;94180-130;GASOLINA ADITIVADA;13/10/2022;4,69;;R$ / litro;VIBRA ENERGIA
S;RS;SAPUCAIA DO SUL;QUINTINO E LEAO COMERCIO DE COMBUSTIVEIS LTDA; 03.798.177/0004-16;AVENIDA MAUA;5310;LOTE  BELA VISTA;VARGAS;93218-270;GASOLINA;13/10/2022;4,34;;R$ / litro;BRANCA
S;RS;SAPUCAIA DO SUL;QUINTINO E LEAO COMERCIO DE COMBUSTIVEIS LTDA; 03.798.177/0004-16;AVENIDA MAUA;5310;LOTE  BELA VISTA;VARGAS;93218-270;GASOLINA ADITIVADA;13/10/2022;4,39;;R$ / litro;BRANCA
S;RS;SAPUCAIA DO SUL;QUINTINO E LEAO COMERCIO DE COMBUSTIVEIS LTDA; 03.798.177/0004-16;AVENIDA MAUA;5310;LOTE  BELA VISTA;VARGAS;93218-270;ETANOL;13/10/2022;4,19;;R$ / litro;BRANCA
S;RS;SAO LEOPOLDO;NOBRE ABASTECEDORA DE COMBUSTIVEIS LTDA; 03.179.047/0001-52;AVENIDA PAROBE;1200;;SCHARLAU;93140-000;GASOLINA;13/10/2022;4,49;;R$ / litro;VIBRA ENERGIA
S;RS;SAO LEOPOLDO;NOBRE ABASTECEDORA DE COMBUSTIVEIS LTDA; 03.179.047/0001-52;AVENIDA PAROBE;1200;;SCHARLAU;93140-000;GASOLINA ADITIVADA;13/10/2022;4,69;;R$ / litro;VIBRA ENERGIA
S;RS;SAO LEOPOLDO;NOBRE ABASTECEDORA DE COMBUSTIVEIS LTDA; 03.179.047/0001-52;AVENIDA PAROBE;1200;;SCHARLAU;93140-000;ETANOL;13/10/2022;4,39;;R$ / litro;VIBRA ENERGIA
S;SC;ITAJAI;SIDERACO COMERCIO DE COMBUSTIVEIS LTDA; 14.798.787/0001-93;RUA ESTEFANO JOSE VANOLLI;559;SALA  04;SAO VICENTE;88309-201;ETANOL;13/10/2022;4,16;;R$ / litro;IPIRANGA
S;SC;ITAJAI;SIDERACO COMERCIO DE COMBUSTIVEIS LTDA; 14.798.787/0001-93;RUA ESTEFANO JOSE VANOLLI;559;SALA  04;SAO VICENTE;88309-201;GASOLINA;13/10/2022;4,79;;R$ / litro;IPIRANGA
S;SC;ITAJAI;SIDERACO COMERCIO DE COMBUSTIVEIS LTDA; 14.798.787/0001-93;RUA ESTEFANO JOSE VANOLLI;559;SALA  04;SAO VICENTE;88309-201;GASOLINA ADITIVADA;13/10/2022;4,99;;R$ / litro;IPIRANGA
S;RS;SANTA MARIA;H. D. PORTELLA & CIA LTDA; 07.663.077/0003-52;RUA EUCLIDES DA CUNHA;1200;;JOAO GOULART;97090-000;GASOLINA;13/10/2022;4,78;;R$ / litro;RAIZEN
S;RS;SANTA MARIA;H. D. PORTELLA & CIA LTDA; 07.663.077/0003-52;RUA EUCLIDES DA CUNHA;1200;;JOAO GOULART;97090-000;GASOLINA ADITIVADA;13/10/2022;4,99;;R$ / litro;RAIZEN
S;RS;SANTA MARIA;H. D. PORTELLA & CIA LTDA; 07.663.077/0003-52;RUA EUCLIDES DA CUNHA;1200;;JOAO GOULART;97090-000;ETANOL;13/10/2022;4,78;;R$ / litro;RAIZEN
S;SC;ITAJAI;COMERCIO DE COMBUSTIVEIS PARADA DOS AMIGOS LTDA; 14.233.818/0001-69;RUA BENJAMIN DAGNONI;101;;RIO DO MEIO;88316-100;GASOLINA;13/10/2022;4,87;;R$ / litro;IPIRANGA
S;SC;ITAJAI;COMERCIO DE COMBUSTIVEIS PARADA DOS AMIGOS LTDA; 14.233.818/0001-69;RUA BENJAMIN DAGNONI;101;;RIO DO MEIO;88316-100;GASOLINA ADITIVADA;13/10/2022;5,07;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0027-36;SETOR SHCN SQ 210 BLOCO A PAG 1;S/N;;ASA NORTE;70002-900;GASOLINA;13/10/2022;5,17;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0027-36;SETOR SHCN SQ 210 BLOCO A PAG 1;S/N;;ASA NORTE;70002-900;GASOLINA ADITIVADA;13/10/2022;5,17;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0027-36;SETOR SHCN SQ 210 BLOCO A PAG 1;S/N;;ASA NORTE;70002-900;ETANOL;13/10/2022;3,68;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0034-65;SETOR CSB 01 LOTE;44563;COMERCIAL SUL;TAGUATINGA SUL;72015-000;GASOLINA;13/10/2022;5,15;;R$ / litro;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0034-65;SETOR CSB 01 LOTE;44563;COMERCIAL SUL;TAGUATINGA SUL;72015-000;GASOLINA ADITIVADA;13/10/2022;5,15;;R$ / litro;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0034-65;SETOR CSB 01 LOTE;44563;COMERCIAL SUL;TAGUATINGA SUL;72015-000;ETANOL;13/10/2022;3,29;;R$ / litro;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0062-19;QUADRA QE 36 LOTE A PLL;S/N;;GUARA II;71070-680;GASOLINA;13/10/2022;5,17;;R$ / litro;VIBRA ENERGIA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0062-19;QUADRA QE 36 LOTE A PLL;S/N;;GUARA II;71070-680;GASOLINA ADITIVADA;13/10/2022;5,17;;R$ / litro;VIBRA ENERGIA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0062-19;QUADRA QE 36 LOTE A PLL;S/N;;GUARA II;71070-680;ETANOL;13/10/2022;3,64;;R$ / litro;VIBRA ENERGIA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0045-18;SETOR SHIS EPDB QI 01 / QL 02 LOTE;1;;LAGO SUL;71600-700;GASOLINA;13/10/2022;5,15;;R$ / litro;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0045-18;SETOR SHIS EPDB QI 01 / QL 02 LOTE;1;;LAGO SUL;71600-700;GASOLINA ADITIVADA;13/10/2022;5,15;;R$ / litro;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0045-18;SETOR SHIS EPDB QI 01 / QL 02 LOTE;1;;LAGO SUL;71600-700;ETANOL;13/10/2022;3,41;;R$ / litro;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0040-03;SETOR SHCN SQ 415 BLOCO A PLL;S/N;;ASA NORTE;70878-000;GASOLINA;13/10/2022;5,17;;R$ / litro;VIBRA ENERGIA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0040-03;SETOR SHCN SQ 415 BLOCO A PLL;S/N;;ASA NORTE;70878-000;GASOLINA ADITIVADA;13/10/2022;5,17;;R$ / litro;VIBRA ENERGIA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0040-03;SETOR SHCN SQ 415 BLOCO A PLL;S/N;;ASA NORTE;70878-000;ETANOL;13/10/2022;3,55;;R$ / litro;VIBRA ENERGIA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0050-85;QUADRA ST SHIS EPDB QI 29/ QL 28 LOTE;1;SETOR PAG;SETOR DE HABITACOES INDIVIDUAIS SUL;71675-205;GASOLINA;13/10/2022;5,15;;R$ / litro;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0050-85;QUADRA ST SHIS EPDB QI 29/ QL 28 LOTE;1;SETOR PAG;SETOR DE HABITACOES INDIVIDUAIS SUL;71675-205;GASOLINA ADITIVADA;13/10/2022;5,15;;R$ / litro;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0050-85;QUADRA ST SHIS EPDB QI 29/ QL 28 LOTE;1;SETOR PAG;SETOR DE HABITACOES INDIVIDUAIS SUL;71675-205;ETANOL;13/10/2022;3,53;;R$ / litro;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0039-70;SETOR SHIS QI 13 LOTE 01;S/N;PLL;LAGO SUL;71635-013;GASOLINA;13/10/2022;5,17;;R$ / litro;VIBRA ENERGIA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0039-70;SETOR SHIS QI 13 LOTE 01;S/N;PLL;LAGO SUL;71635-013;GASOLINA ADITIVADA;13/10/2022;5,17;;R$ / litro;VIBRA ENERGIA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0039-70;SETOR SHIS QI 13 LOTE 01;S/N;PLL;LAGO SUL;71635-013;ETANOL;13/10/2022;3,69;;R$ / litro;VIBRA ENERGIA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0092-34;SETOR SPM EPIA SUL LOTE;10;POSTO DE GASOLINA;CANDANGOLANDIA;71200-000;GASOLINA;13/10/2022;5,17;;R$ / litro;VIBRA ENERGIA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0092-34;SETOR SPM EPIA SUL LOTE;10;POSTO DE GASOLINA;CANDANGOLANDIA;71200-000;GASOLINA ADITIVADA;13/10/2022;5,17;;R$ / litro;VIBRA ENERGIA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0092-34;SETOR SPM EPIA SUL LOTE;10;POSTO DE GASOLINA;CANDANGOLANDIA;71200-000;ETANOL;13/10/2022;3,64;;R$ / litro;VIBRA ENERGIA
S;SC;SAO JOSE;AUTO POSTO AVENIDA CENTRAL LTDA; 07.582.465/0001-47;AVENIDA LEDIO JOAO MARTINS;611;;KOBRASOL;88102-000;GASOLINA;13/10/2022;4,93;;R$ / litro;BRANCA
S;SC;SAO JOSE;AUTO POSTO AVENIDA CENTRAL LTDA; 07.582.465/0001-47;AVENIDA LEDIO JOAO MARTINS;611;;KOBRASOL;88102-000;GASOLINA ADITIVADA;13/10/2022;4,93;;R$ / litro;BRANCA
S;SC;SAO JOSE;AUTO POSTO AVENIDA CENTRAL LTDA; 07.582.465/0001-47;AVENIDA LEDIO JOAO MARTINS;611;;KOBRASOL;88102-000;ETANOL;13/10/2022;3,69;;R$ / litro;BRANCA
S;RS;GRAVATAI;AUTO POSTO MVII LTDA; 15.448.088/0001-86;AVENIDA SILVIO FREITAS;4;;MORADA DO VALE II;94120-150;ETANOL;13/10/2022;3,99;;R$ / litro;BRANCA
S;RS;GRAVATAI;AUTO POSTO MVII LTDA; 15.448.088/0001-86;AVENIDA SILVIO FREITAS;4;;MORADA DO VALE II;94120-150;GASOLINA;13/10/2022;4,43;;R$ / litro;BRANCA
S;RS;GRAVATAI;AUTO POSTO MVII LTDA; 15.448.088/0001-86;AVENIDA SILVIO FREITAS;4;;MORADA DO VALE II;94120-150;GASOLINA ADITIVADA;13/10/2022;4,43;;R$ / litro;BRANCA
SE;MG;BETIM;POSTO BARRA SETE LTDA.; 14.719.755/0001-55;RODOVIA BR-381 FERNAO DIAS;0;"KM: 485,2;";SANTO ANTONIO;32684-298;ETANOL;13/10/2022;3,49;;R$ / litro;VIBRA ENERGIA
SE;MG;BETIM;POSTO BARRA SETE LTDA.; 14.719.755/0001-55;RODOVIA BR-381 FERNAO DIAS;0;"KM: 485,2;";SANTO ANTONIO;32684-298;GASOLINA;13/10/2022;4,79;;R$ / litro;VIBRA ENERGIA
SE;MG;BETIM;POSTO BARRA SETE LTDA.; 14.719.755/0001-55;RODOVIA BR-381 FERNAO DIAS;0;"KM: 485,2;";SANTO ANTONIO;32684-298;GASOLINA ADITIVADA;13/10/2022;5,29;;R$ / litro;VIBRA ENERGIA
N;AM;MANAUS;FE COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA; 08.219.844/0003-00;AVENIDA GOVERNADOR JOSE LINDOSO;3588;LOTEAMENTO NASCENTE DAS AGUAS CLARAS;NOVO ALEIXO;69058-830;GASOLINA;13/10/2022;5,14;;R$ / litro;ATEM' S
N;AM;MANAUS;FE COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA; 08.219.844/0003-00;AVENIDA GOVERNADOR JOSE LINDOSO;3588;LOTEAMENTO NASCENTE DAS AGUAS CLARAS;NOVO ALEIXO;69058-830;GASOLINA ADITIVADA;13/10/2022;5,14;;R$ / litro;ATEM' S
N;AM;MANAUS;FE COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA; 08.219.844/0003-00;AVENIDA GOVERNADOR JOSE LINDOSO;3588;LOTEAMENTO NASCENTE DAS AGUAS CLARAS;NOVO ALEIXO;69058-830;ETANOL;13/10/2022;3,99;;R$ / litro;ATEM' S
S;SC;ITAJAI;SIM REDE DE POSTOS LTDA; 07.473.735/0073-56;RODOVIA BR 101;4850-A;KM    116,8;SALSEIROS;88317-000;GASOLINA;13/10/2022;4,79;;R$ / litro;BRANCA
S;SC;ITAJAI;SIM REDE DE POSTOS LTDA; 07.473.735/0073-56;RODOVIA BR 101;4850-A;KM    116,8;SALSEIROS;88317-000;ETANOL;13/10/2022;4,09;;R$ / litro;BRANCA
S;SC;ITAJAI;SIM REDE DE POSTOS LTDA; 07.473.735/0073-56;RODOVIA BR 101;4850-A;KM    116,8;SALSEIROS;88317-000;GASOLINA ADITIVADA;13/10/2022;4,94;;R$ / litro;BRANCA
S;SC;ITAJAI;SIM REDE DE POSTOS LTDA; 07.473.735/0072-75;RODOVIA JORGE LACERDA;133-A;KM    0;SALSEIROS;88317-100;GASOLINA;13/10/2022;4,79;;R$ / litro;BRANCA
S;SC;ITAJAI;SIM REDE DE POSTOS LTDA; 07.473.735/0072-75;RODOVIA JORGE LACERDA;133-A;KM    0;SALSEIROS;88317-100;ETANOL;13/10/2022;4,09;;R$ / litro;BRANCA
S;SC;ITAJAI;SIM REDE DE POSTOS LTDA; 07.473.735/0072-75;RODOVIA JORGE LACERDA;133-A;KM    0;SALSEIROS;88317-100;GASOLINA ADITIVADA;13/10/2022;4,94;;R$ / litro;BRANCA
SE;SP;SAO PAULO;AUTO POSTO BELEZURA LTDA; 11.122.540/0001-64;RUA ULISSES CRUZ;296;;TATUAPE;03077-000;GASOLINA;13/10/2022;4,49;;R$ / litro;RAIZEN
SE;SP;SAO PAULO;AUTO POSTO BELEZURA LTDA; 11.122.540/0001-64;RUA ULISSES CRUZ;296;;TATUAPE;03077-000;ETANOL;13/10/2022;3,27;;R$ / litro;RAIZEN
SE;SP;SAO PAULO;AUTO POSTO BELEZURA LTDA; 11.122.540/0001-64;RUA ULISSES CRUZ;296;;TATUAPE;03077-000;GASOLINA ADITIVADA;13/10/2022;4,69;;R$ / litro;RAIZEN
NE;SE;ARACAJU;ALPHA COMERCIAL DE COMBUSTIVEIS LTDA; 08.297.710/0008-03;AVENIDA FRANCISCO PORTO;650;LOJA  BR MANIA DELICATESSE;SALGADO FILHO;49020-120;GASOLINA;13/10/2022;5,19;;R$ / litro;VIBRA ENERGIA
NE;SE;ARACAJU;ALPHA COMERCIAL DE COMBUSTIVEIS LTDA; 08.297.710/0008-03;AVENIDA FRANCISCO PORTO;650;LOJA  BR MANIA DELICATESSE;SALGADO FILHO;49020-120;GASOLINA ADITIVADA;13/10/2022;5,29;;R$ / litro;VIBRA ENERGIA
NE;SE;ARACAJU;ALPHA COMERCIAL DE COMBUSTIVEIS LTDA; 08.297.710/0008-03;AVENIDA FRANCISCO PORTO;650;LOJA  BR MANIA DELICATESSE;SALGADO FILHO;49020-120;ETANOL;13/10/2022;3,59;;R$ / litro;VIBRA ENERGIA
NE;CE;FORTALEZA;MONTEZUMA COMERCIO E SERVICOS DE PETROLEO LTDA; 08.394.192/0006-84;RUA GRACA ARANHA;150;;BARRA DO CEARA;60334-170;GASOLINA;13/10/2022;5,14;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;MONTEZUMA COMERCIO E SERVICOS DE PETROLEO LTDA; 08.394.192/0006-84;RUA GRACA ARANHA;150;;BARRA DO CEARA;60334-170;GASOLINA ADITIVADA;13/10/2022;5,44;;R$ / litro;IPIRANGA
NE;CE;FORTALEZA;MONTEZUMA COMERCIO E SERVICOS DE PETROLEO LTDA; 08.394.192/0006-84;RUA GRACA ARANHA;150;;BARRA DO CEARA;60334-170;ETANOL;13/10/2022;4,09;;R$ / litro;IPIRANGA
S;RS;SAO LEOPOLDO;SPOLIER LOGISTICA LTDA; 03.711.378/0001-91;AVENIDA PAROBE;1811;;SCHARLAU;93140-000;GASOLINA;13/10/2022;4,49;;R$ / litro;IPIRANGA
S;RS;SAO LEOPOLDO;SPOLIER LOGISTICA LTDA; 03.711.378/0001-91;AVENIDA PAROBE;1811;;SCHARLAU;93140-000;GASOLINA ADITIVADA;13/10/2022;4,69;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;CENTRO AUTOMOTIVO ACC RADIAL LTDA; 17.129.994/0001-43;RUA MELO FREIRE;1950;;TATUAPE;03314-030;ETANOL;13/10/2022;3,39;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;CENTRO AUTOMOTIVO ACC RADIAL LTDA; 17.129.994/0001-43;RUA MELO FREIRE;1950;;TATUAPE;03314-030;GASOLINA;13/10/2022;4,69;;R$ / litro;IPIRANGA
SE;SP;SAO PAULO;CENTRO AUTOMOTIVO ACC RADIAL LTDA; 17.129.994/0001-43;RUA MELO FREIRE;1950;;TATUAPE;03314-030;GASOLINA ADITIVADA;13/10/2022;4,89;;R$ / litro;IPIRANGA
N;PA;CASTANHAL;DF COMERCIO DE COMBUSTIVEL LTDA; 17.372.578/0001-71;AVENIDA PRESIDENTE VARGAS;4367;;IANETAMA;68745-000;ETANOL;13/10/2022;3,99;;R$ / litro;VIBRA ENERGIA
N;PA;CASTANHAL;DF COMERCIO DE COMBUSTIVEL LTDA; 17.372.578/0001-71;AVENIDA PRESIDENTE VARGAS;4367;;IANETAMA;68745-000;GASOLINA;13/10/2022;4,69;;R$ / litro;VIBRA ENERGIA
N;PA;CASTANHAL;DF COMERCIO DE COMBUSTIVEL LTDA; 17.372.578/0001-71;AVENIDA PRESIDENTE VARGAS;4367;;IANETAMA;68745-000;GASOLINA ADITIVADA;13/10/2022;4,74;;R$ / litro;VIBRA ENERGIA
S;RS;CACHOEIRINHA;SAN FRANCISCO COMERCIAL DE COMBUSTIVEIS  LTDA; 17.261.255/0001-00;AVENIDA FLORES DA CUNHA;3793;;VILA BOM PRINCIPIO;94950-001;GASOLINA;13/10/2022;4,59;;R$ / litro;IPIRANGA
S;RS;CACHOEIRINHA;SAN FRANCISCO COMERCIAL DE COMBUSTIVEIS  LTDA; 17.261.255/0001-00;AVENIDA FLORES DA CUNHA;3793;;VILA BOM PRINCIPIO;94950-001;GASOLINA ADITIVADA;13/10/2022;4,99;;R$ / litro;IPIRANGA
