Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
S;RS;PELOTAS;ABASTECEDORA DE COMBUSTÍVEIS DOM JOAQUIM LTDA; 04.991.434/0001-51;AVENIDA DOM JOAQUIM;510;;TRÊS VENDAS;96020-260;GASOLINA;26/10/2022;4,99;;R$ / litro;IPIRANGA
S;RS;PELOTAS;HUGO CARLOS LANG FILHO & CIA LTDA; 01.989.053/0001-40;RUA GENERAL OSORIO;1052;;CENTRO;96020-000;ETANOL;26/10/2022;4,79;;R$ / litro;IPIRANGA
S;RS;PELOTAS;HUGO CARLOS LANG FILHO & CIA LTDA; 01.989.053/0001-40;RUA GENERAL OSORIO;1052;;CENTRO;96020-000;GASOLINA ADITIVADA;26/10/2022;5,19;;R$ / litro;IPIRANGA
S;RS;PELOTAS;HUGO CARLOS LANG FILHO & CIA LTDA; 01.989.053/0001-40;RUA GENERAL OSORIO;1052;;CENTRO;96020-000;GASOLINA;26/10/2022;4,99;;R$ / litro;IPIRANGA
S;RS;PELOTAS;POSTO DA REPUBLICA DISTRIB. DERIVADOS DE PETROLEO LTDA; 02.931.294/0001-09;AVENIDA PRESIDENTE JUCELINO K. DE OLIVEIRA;5240;;AREAL;96080-000;ETANOL;26/10/2022;5,29;;R$ / litro;RAIZEN
S;RS;PELOTAS;POSTO DA REPUBLICA DISTRIB. DERIVADOS DE PETROLEO LTDA; 02.931.294/0001-09;AVENIDA PRESIDENTE JUCELINO K. DE OLIVEIRA;5240;;AREAL;96080-000;GASOLINA ADITIVADA;26/10/2022;5,39;;R$ / litro;RAIZEN
S;RS;PELOTAS;POSTO DA REPUBLICA DISTRIB. DERIVADOS DE PETROLEO LTDA; 02.931.294/0001-09;AVENIDA PRESIDENTE JUCELINO K. DE OLIVEIRA;5240;;AREAL;96080-000;GASOLINA;26/10/2022;5,19;;R$ / litro;RAIZEN
S;RS;PELOTAS;COMERCIAL DE COMBUSTIVEIS CIDRA LTDA; 01.403.938/0001-15;AVENIDA BENTO GONCALVES;3465;;CENTRO;96015-140;GASOLINA ADITIVADA;26/10/2022;4,98;;R$ / litro;BRANCA
S;RS;PELOTAS;COMERCIAL DE COMBUSTIVEIS CIDRA LTDA; 01.403.938/0001-15;AVENIDA BENTO GONCALVES;3465;;CENTRO;96015-140;GASOLINA;26/10/2022;4,98;;R$ / litro;BRANCA
S;RS;SANTA CRUZ DO SUL;POSTO SHOPPING CAR COMBUSTIVEIS LTDA.; 00.121.811/0003-02;RUA GASPAR SILVEIRA MARTINS;1500;;CENTRO;96825-000;ETANOL;26/10/2022;5,99;;R$ / litro;VIBRA ENERGIA
S;RS;SANTA CRUZ DO SUL;POSTO SHOPPING CAR COMBUSTIVEIS LTDA.; 00.121.811/0003-02;RUA GASPAR SILVEIRA MARTINS;1500;;CENTRO;96825-000;GASOLINA ADITIVADA;26/10/2022;5,19;;R$ / litro;VIBRA ENERGIA
S;RS;SANTA CRUZ DO SUL;POSTO SHOPPING CAR COMBUSTIVEIS LTDA.; 00.121.811/0003-02;RUA GASPAR SILVEIRA MARTINS;1500;;CENTRO;96825-000;GASOLINA;26/10/2022;4,99;;R$ / litro;VIBRA ENERGIA
S;RS;SANTA CRUZ DO SUL;ABASTECEDORA VINTE E OITO LTDA; 07.565.952/0001-00;RUA SAO JOSE;1449;;CENTRO;96810-460;ETANOL;26/10/2022;4,69;;R$ / litro;RAIZEN
S;RS;SANTA CRUZ DO SUL;ABASTECEDORA VINTE E OITO LTDA; 07.565.952/0001-00;RUA SAO JOSE;1449;;CENTRO;96810-460;GASOLINA ADITIVADA;26/10/2022;5,19;;R$ / litro;RAIZEN
S;RS;SANTA CRUZ DO SUL;ABASTECEDORA VINTE E OITO LTDA; 07.565.952/0001-00;RUA SAO JOSE;1449;;CENTRO;96810-460;GASOLINA;26/10/2022;4,99;;R$ / litro;RAIZEN
S;RS;SANTA CRUZ DO SUL;F. C. SMIDT & CIA. LTDA.; 06.194.094/0001-63;AVENIDA DEPUTADO EUCLIDES NICOLAU KLIEMANN;1720;;ARROIO GRANDE;96835-000;GASOLINA ADITIVADA;26/10/2022;4,97;;R$ / litro;CHARRUA
S;RS;SANTA CRUZ DO SUL;F. C. SMIDT & CIA. LTDA.; 06.194.094/0001-63;AVENIDA DEPUTADO EUCLIDES NICOLAU KLIEMANN;1720;;ARROIO GRANDE;96835-000;GASOLINA;26/10/2022;4,67;;R$ / litro;CHARRUA
S;RS;SANTA CRUZ DO SUL;POSTO WENZEL LTDA.; 05.407.017/0001-81;AVENIDA PREFEITO ORLANDO OSCAR BAUMHARDT;2019;;LINHA SANTA CRUZ;96822-050;GASOLINA ADITIVADA;26/10/2022;5,12;;R$ / litro;CHARRUA
S;RS;SANTA CRUZ DO SUL;POSTO WENZEL LTDA.; 05.407.017/0001-81;AVENIDA PREFEITO ORLANDO OSCAR BAUMHARDT;2019;;LINHA SANTA CRUZ;96822-050;GASOLINA;26/10/2022;4,97;;R$ / litro;CHARRUA
S;RS;SANTA CRUZ DO SUL;POSTO SHOPPING CAR COMBUSTIVEIS LTDA.; 00.121.811/0002-21;RUA CARLOS TREIN FILHO;1343;;CENTRO;96845-843;ETANOL;26/10/2022;5,99;;R$ / litro;BRANCA
S;RS;SANTA CRUZ DO SUL;POSTO SHOPPING CAR COMBUSTIVEIS LTDA.; 00.121.811/0002-21;RUA CARLOS TREIN FILHO;1343;;CENTRO;96845-843;GASOLINA ADITIVADA;26/10/2022;4,99;;R$ / litro;BRANCA
S;RS;SANTA CRUZ DO SUL;POSTO SHOPPING CAR COMBUSTIVEIS LTDA.; 00.121.811/0002-21;RUA CARLOS TREIN FILHO;1343;;CENTRO;96845-843;GASOLINA;26/10/2022;4,99;;R$ / litro;BRANCA
S;RS;SANTA CRUZ DO SUL;COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA; 95.425.369/0006-67;RUA MARECHAL FLORIANO;170;;CENTRO;96810-000;GASOLINA ADITIVADA;26/10/2022;5,19;;R$ / litro;VIBRA ENERGIA
S;RS;SANTA CRUZ DO SUL;COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA; 95.425.369/0006-67;RUA MARECHAL FLORIANO;170;;CENTRO;96810-000;GASOLINA;26/10/2022;4,99;;R$ / litro;VIBRA ENERGIA
S;RS;SANTA CRUZ DO SUL;COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA; 95.425.369/0009-00;RODOVIA BR 471 KM 131,5;S/N;;DISTRITO INDUSTRIAL;96814-400;GASOLINA ADITIVADA;26/10/2022;4,72;;R$ / litro;BRANCA
S;RS;SANTA CRUZ DO SUL;COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA; 95.425.369/0009-00;RODOVIA BR 471 KM 131,5;S/N;;DISTRITO INDUSTRIAL;96814-400;GASOLINA;26/10/2022;4,52;;R$ / litro;BRANCA
S;RS;SANTA CRUZ DO SUL;R.R. THEISEN & CIA.LTDA.; 94.129.665/0001-43;RUA GALVAO COSTA;400;;CENTRO;96810-170;GASOLINA ADITIVADA;26/10/2022;5,14;;R$ / litro;IPIRANGA
S;RS;SANTA CRUZ DO SUL;R.R. THEISEN & CIA.LTDA.; 94.129.665/0001-43;RUA GALVAO COSTA;400;;CENTRO;96810-170;GASOLINA;26/10/2022;4,94;;R$ / litro;IPIRANGA
S;RS;SAPIRANGA;POSTO FERRABRAZ LTDA; 04.750.332/0001-44;RODOVIA RS-239;200;KM 30;VOO LIVRE;93822-200;GASOLINA ADITIVADA;26/10/2022;4,47;;R$ / litro;BRANCA
S;RS;SAPIRANGA;POSTO FERRABRAZ LTDA; 04.750.332/0001-44;RODOVIA RS-239;200;KM 30;VOO LIVRE;93822-200;GASOLINA;26/10/2022;4,47;;R$ / litro;BRANCA
S;RS;SAPIRANGA;POSTO ROTA 239 ABASTECEDORA DE COMBUSTIVEIS E SERVICOS LTDA; 04.060.196/0001-60;RUA SETE DE SETEMBRO;842;;CENTRO;93800-000;ETANOL;26/10/2022;3,99;;R$ / litro;BRANCA
S;RS;SAPIRANGA;POSTO ROTA 239 ABASTECEDORA DE COMBUSTIVEIS E SERVICOS LTDA; 04.060.196/0001-60;RUA SETE DE SETEMBRO;842;;CENTRO;93800-000;GASOLINA ADITIVADA;26/10/2022;4,47;;R$ / litro;BRANCA
S;RS;SAPIRANGA;POSTO ROTA 239 ABASTECEDORA DE COMBUSTIVEIS E SERVICOS LTDA; 04.060.196/0001-60;RUA SETE DE SETEMBRO;842;;CENTRO;93800-000;GASOLINA;26/10/2022;4,47;;R$ / litro;BRANCA
S;SC;CONCORDIA;POSTO SAO JORGE LTDA; 85.152.536/0001-85;RUA ADILIO HILARIO MUTZENBERG;1607;;GUILHERME REICH;89709-132;ETANOL;26/10/2022;4,76;;R$ / litro;BRANCA
S;SC;CONCORDIA;POSTO SAO JORGE LTDA; 85.152.536/0001-85;RUA ADILIO HILARIO MUTZENBERG;1607;;GUILHERME REICH;89709-132;GASOLINA ADITIVADA;26/10/2022;5,34;;R$ / litro;BRANCA
S;SC;CONCORDIA;POSTO SAO JORGE LTDA; 85.152.536/0001-85;RUA ADILIO HILARIO MUTZENBERG;1607;;GUILHERME REICH;89709-132;GASOLINA;26/10/2022;5,29;;R$ / litro;BRANCA
S;SC;CONCORDIA;POSTO PARISENTI LTDA; 83.577.262/0001-40;RUA DOUTOR MARURI;957;SALA  01;CENTRO;89700-170;GASOLINA ADITIVADA;26/10/2022;5,61;;R$ / litro;RAIZEN MIME
S;SC;CONCORDIA;POSTO PARISENTI LTDA; 83.577.262/0001-40;RUA DOUTOR MARURI;957;SALA  01;CENTRO;89700-170;GASOLINA;26/10/2022;5,47;;R$ / litro;RAIZEN MIME
S;SC;LAGES;COMERCIO DE COMBUSTIVEIS COPACABANA LTDA; 04.290.969/0002-86;AVENIDA 1.O  DE MAIO;1,113;;POPULAR;88526-070;GASOLINA ADITIVADA;26/10/2022;4,99;;R$ / litro;ALESAT
S;SC;LAGES;COMERCIO DE COMBUSTIVEIS COPACABANA LTDA; 04.290.969/0002-86;AVENIDA 1.O  DE MAIO;1,113;;POPULAR;88526-070;GASOLINA;26/10/2022;4,97;;R$ / litro;ALESAT
S;SC;LAGES;JIR COMERCIO DE COMBUSTIVEIS LTDA; 07.544.459/0001-03;AVENIDA MANOEL ANTUNES PESSOA;676;;SAO MIGUEL;88525-000;GASOLINA ADITIVADA;26/10/2022;5,16;;R$ / litro;ALESAT
S;SC;LAGES;JIR COMERCIO DE COMBUSTIVEIS LTDA; 07.544.459/0001-03;AVENIDA MANOEL ANTUNES PESSOA;676;;SAO MIGUEL;88525-000;GASOLINA;26/10/2022;4,99;;R$ / litro;ALESAT
S;SC;PALHOCA;AUTO POSTO ARAQUARIA LTDA; 03.932.292/0003-50;RUA ADERBAL RAMOS DA SILVA;S/N;;PINHEIRA;88130-000;ETANOL;26/10/2022;4,49;;R$ / litro;BRANCA
S;SC;PALHOCA;AUTO POSTO ARAQUARIA LTDA; 03.932.292/0003-50;RUA ADERBAL RAMOS DA SILVA;S/N;;PINHEIRA;88130-000;GASOLINA ADITIVADA;26/10/2022;4,74;;R$ / litro;BRANCA
S;SC;PALHOCA;AUTO POSTO ARAQUARIA LTDA; 03.932.292/0003-50;RUA ADERBAL RAMOS DA SILVA;S/N;;PINHEIRA;88130-000;GASOLINA;26/10/2022;4,69;;R$ / litro;BRANCA
S;SC;PALHOCA;POSTO GALO LTDA; 81.326.258/0011-56;AVENIDA BOM JESUS DE NAZARE;2300;;ARIRIU;88135-101;GASOLINA ADITIVADA;26/10/2022;5,05;;R$ / litro;IPIRANGA
S;SC;PALHOCA;POSTO GALO LTDA; 81.326.258/0011-56;AVENIDA BOM JESUS DE NAZARE;2300;;ARIRIU;88135-101;GASOLINA;26/10/2022;4,9;;R$ / litro;IPIRANGA
S;SC;PALHOCA;IRMAOS MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 80.952.195/0001-09;RUA VEREADOR OSVALDO DE OLIVEIRA;S/N;;CENTRO;88130-005;ETANOL;26/10/2022;3,99;;R$ / litro;IPIRANGA
S;SC;PALHOCA;IRMAOS MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 80.952.195/0001-09;RUA VEREADOR OSVALDO DE OLIVEIRA;S/N;;CENTRO;88130-005;GASOLINA ADITIVADA;26/10/2022;4,95;;R$ / litro;IPIRANGA
S;SC;PALHOCA;IRMAOS MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 80.952.195/0001-09;RUA VEREADOR OSVALDO DE OLIVEIRA;S/N;;CENTRO;88130-005;GASOLINA;26/10/2022;4,95;;R$ / litro;IPIRANGA
S;SC;PALHOCA;AUTO POSTO VIADUTO LTDA; 04.308.884/0001-05;RUA EDELING SCHUTZ;S/N;;CENTRO;88131-340;ETANOL;26/10/2022;4,49;;R$ / litro;VIBRA ENERGIA
S;SC;PALHOCA;AUTO POSTO VIADUTO LTDA; 04.308.884/0001-05;RUA EDELING SCHUTZ;S/N;;CENTRO;88131-340;GASOLINA ADITIVADA;26/10/2022;4,95;;R$ / litro;VIBRA ENERGIA
S;SC;PALHOCA;AUTO POSTO VIADUTO LTDA; 04.308.884/0001-05;RUA EDELING SCHUTZ;S/N;;CENTRO;88131-340;GASOLINA;26/10/2022;4,95;;R$ / litro;VIBRA ENERGIA
S;SC;PALHOCA;POSTO MACIAMBU LTDA.; 01.172.040/0001-83;RODOVIA BR 101 KM 238;S/N;;ENSEADA DO BRITO;88130-040;ETANOL;26/10/2022;4,49;;R$ / litro;BRANCA
S;SC;PALHOCA;POSTO MACIAMBU LTDA.; 01.172.040/0001-83;RODOVIA BR 101 KM 238;S/N;;ENSEADA DO BRITO;88130-040;GASOLINA ADITIVADA;26/10/2022;4,69;;R$ / litro;BRANCA
S;SC;PALHOCA;POSTO MACIAMBU LTDA.; 01.172.040/0001-83;RODOVIA BR 101 KM 238;S/N;;ENSEADA DO BRITO;88130-040;GASOLINA;26/10/2022;4,59;;R$ / litro;BRANCA
NE;SE;ARACAJU;J. L. OLIVEIRA & BARROS LTDA; 13.113.477/0004-78;AVENIDA GENTIL TAVARES;381;CASA;GETULIO VARGAS;49055-670;ETANOL;26/10/2022;4,8;;R$ / litro;VIBRA ENERGIA
NE;SE;ARACAJU;J. L. OLIVEIRA & BARROS LTDA; 13.113.477/0004-78;AVENIDA GENTIL TAVARES;381;CASA;GETULIO VARGAS;49055-670;GASOLINA;26/10/2022;5,05;;R$ / litro;VIBRA ENERGIA
NE;SE;ARACAJU;POSTO CARMOPOLIS LTDA; 13.077.342/0001-51;AVENIDA JOAO RIBEIRO;680/684;0;SANTO ANTÔNIO;49060-330;ETANOL;26/10/2022;3,79;;R$ / litro;VIBRA ENERGIA
NE;SE;ARACAJU;POSTO CARMOPOLIS LTDA; 13.077.342/0001-51;AVENIDA JOAO RIBEIRO;680/684;0;SANTO ANTÔNIO;49060-330;GASOLINA ADITIVADA;26/10/2022;5,15;;R$ / litro;VIBRA ENERGIA
NE;SE;ARACAJU;POSTO CARMOPOLIS LTDA; 13.077.342/0001-51;AVENIDA JOAO RIBEIRO;680/684;0;SANTO ANTÔNIO;49060-330;GASOLINA;26/10/2022;5,03;;R$ / litro;VIBRA ENERGIA
NE;SE;ARACAJU;AMARAL E CIA LTDA.; 13.008.610/0001-83;RUA MARIANO SALMERON;709;;SIQUEIRA CAMPOS;49075-370;ETANOL;26/10/2022;4,28;;R$ / litro;VIBRA ENERGIA
NE;SE;ARACAJU;AMARAL E CIA LTDA.; 13.008.610/0001-83;RUA MARIANO SALMERON;709;;SIQUEIRA CAMPOS;49075-370;GASOLINA ADITIVADA;26/10/2022;5,29;;R$ / litro;VIBRA ENERGIA
NE;SE;ARACAJU;AMARAL E CIA LTDA.; 13.008.610/0001-83;RUA MARIANO SALMERON;709;;SIQUEIRA CAMPOS;49075-370;GASOLINA;26/10/2022;5,19;;R$ / litro;VIBRA ENERGIA
SE;SP;CACAPAVA;AUTO POSTO ALEGRIA DO VALE LTDA - ME; 09.197.216/0001-63;RUA PROFESSOR ALCIDES MARTINS;146;;VILA SAO JOAO;12281-330;ETANOL;26/10/2022;3,47;;R$ / litro;BRANCA
SE;SP;CACAPAVA;AUTO POSTO ALEGRIA DO VALE LTDA - ME; 09.197.216/0001-63;RUA PROFESSOR ALCIDES MARTINS;146;;VILA SAO JOAO;12281-330;GASOLINA ADITIVADA;26/10/2022;4,57;;R$ / litro;BRANCA
SE;SP;CACAPAVA;AUTO POSTO ALEGRIA DO VALE LTDA - ME; 09.197.216/0001-63;RUA PROFESSOR ALCIDES MARTINS;146;;VILA SAO JOAO;12281-330;GASOLINA;26/10/2022;4,57;;R$ / litro;BRANCA
SE;SP;CACAPAVA;CARREFOUR COMERCIO E INDUSTRIA LTDA; 45.543.915/0355-62;AVENIDA BRASIL;401;SETOR I;CENTRO;12287-020;ETANOL;26/10/2022;3,49;;R$ / litro;BRANCA
SE;SP;CACAPAVA;CARREFOUR COMERCIO E INDUSTRIA LTDA; 45.543.915/0355-62;AVENIDA BRASIL;401;SETOR I;CENTRO;12287-020;GASOLINA ADITIVADA;26/10/2022;4,84;;R$ / litro;BRANCA
SE;SP;CACAPAVA;CARREFOUR COMERCIO E INDUSTRIA LTDA; 45.543.915/0355-62;AVENIDA BRASIL;401;SETOR I;CENTRO;12287-020;GASOLINA;26/10/2022;4,64;;R$ / litro;BRANCA
SE;SP;CACAPAVA;AUTO POSTO AVENIDA DE CAÇAPAVA LTDA; 53.854.121/0001-67;AVENIDA CORONEL MANOEL INOCENCIO;834;;CENTRO;12280-000;ETANOL;26/10/2022;3,29;;R$ / litro;IPIRANGA
SE;SP;CACAPAVA;AUTO POSTO AVENIDA DE CAÇAPAVA LTDA; 53.854.121/0001-67;AVENIDA CORONEL MANOEL INOCENCIO;834;;CENTRO;12280-000;GASOLINA;26/10/2022;4,39;;R$ / litro;IPIRANGA
SE;SP;CATANDUVA;AUTO POSTO MIGUEL BUGATTI LTDA; 47.076.260/0001-04;RUA QUINZE DE NOVEMBRO;800;;SAO FRANCISCO;15808-000;ETANOL;26/10/2022;3,49;;R$ / litro;BRANCA
SE;SP;CATANDUVA;AUTO POSTO MIGUEL BUGATTI LTDA; 47.076.260/0001-04;RUA QUINZE DE NOVEMBRO;800;;SAO FRANCISCO;15808-000;GASOLINA;26/10/2022;5,15;;R$ / litro;BRANCA
SE;SP;JUNDIAI;AUTO POSTO BRAZIL EXPRESS LTDA; 08.441.341/0001-04;AVENIDA NOVE DE JULHO;2500;;ANHANGABAU;13208-056;ETANOL;26/10/2022;3,79;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;AUTO POSTO BRAZIL EXPRESS LTDA; 08.441.341/0001-04;AVENIDA NOVE DE JULHO;2500;;ANHANGABAU;13208-056;GASOLINA ADITIVADA;26/10/2022;5,14;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;AUTO POSTO BRAZIL EXPRESS LTDA; 08.441.341/0001-04;AVENIDA NOVE DE JULHO;2500;;ANHANGABAU;13208-056;GASOLINA;26/10/2022;4,99;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;AUTO POSTO ITALIANOS DE JUNDIAI LTDA.; 07.518.544/0001-99;AVENIDA DOS IMIGRANTES;2187;;JARDIM PACAEMBU;13218-090;ETANOL;26/10/2022;3,57;;R$ / litro;BRANCA
SE;SP;JUNDIAI;AUTO POSTO ITALIANOS DE JUNDIAI LTDA.; 07.518.544/0001-99;AVENIDA DOS IMIGRANTES;2187;;JARDIM PACAEMBU;13218-090;GASOLINA ADITIVADA;26/10/2022;4,99;;R$ / litro;BRANCA
SE;SP;JUNDIAI;AUTO POSTO ITALIANOS DE JUNDIAI LTDA.; 07.518.544/0001-99;AVENIDA DOS IMIGRANTES;2187;;JARDIM PACAEMBU;13218-090;GASOLINA;26/10/2022;4,67;;R$ / litro;BRANCA
SE;SP;JUNDIAI;AUTO POSTO HARMONIA LTDA.; 03.913.424/0001-35;AVENIDA REYNALDO PORCARI;258;;MEDEIROS;13212-258;ETANOL;26/10/2022;3,79;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;AUTO POSTO HARMONIA LTDA.; 03.913.424/0001-35;AVENIDA REYNALDO PORCARI;258;;MEDEIROS;13212-258;GASOLINA ADITIVADA;26/10/2022;5,09;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;AUTO POSTO HARMONIA LTDA.; 03.913.424/0001-35;AVENIDA REYNALDO PORCARI;258;;MEDEIROS;13212-258;GASOLINA;26/10/2022;4,99;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;LT AUTO POSTO SERRANO LTDA; 05.082.278/0001-79;AVENIDA DR WALTER GOSSNER;5425;;IVOTURUCAIA;13218-840;ETANOL;26/10/2022;3,79;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;LT AUTO POSTO SERRANO LTDA; 05.082.278/0001-79;AVENIDA DR WALTER GOSSNER;5425;;IVOTURUCAIA;13218-840;GASOLINA;26/10/2022;4,99;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;CENTRO AUTOMOTIVO MOLEQUE TRAVESSO JUNDIAI LTDA; 04.720.891/0001-01;AVENIDA JOAO ANTONIO MECCATTI;600;;JARDIM PLANALTO;13211-223;ETANOL;26/10/2022;3,57;;R$ / litro;BRANCA
SE;SP;JUNDIAI;CENTRO AUTOMOTIVO MOLEQUE TRAVESSO JUNDIAI LTDA; 04.720.891/0001-01;AVENIDA JOAO ANTONIO MECCATTI;600;;JARDIM PLANALTO;13211-223;GASOLINA;26/10/2022;4,79;;R$ / litro;BRANCA
SE;SP;JUNDIAI;GAS JUNDIAI POSTO AUTOMOTIVO LTDA; 04.492.860/0001-40;AVENIDA QUATORZE DE DEZEMBRO;3200;;VILA MAFALDA;13206-105;ETANOL;26/10/2022;3,68;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;GAS JUNDIAI POSTO AUTOMOTIVO LTDA; 04.492.860/0001-40;AVENIDA QUATORZE DE DEZEMBRO;3200;;VILA MAFALDA;13206-105;GASOLINA ADITIVADA;26/10/2022;4,79;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;GAS JUNDIAI POSTO AUTOMOTIVO LTDA; 04.492.860/0001-40;AVENIDA QUATORZE DE DEZEMBRO;3200;;VILA MAFALDA;13206-105;GASOLINA;26/10/2022;4,79;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;WF JUNDIAI - COMERCIO E SERVICOS AUTOMOTIVOS LTDA; 03.880.729/0001-98;RUA BRASIL;2272;;VILA RAMI;13212-390;ETANOL;26/10/2022;3,59;;R$ / litro;BRANCA
SE;SP;JUNDIAI;WF JUNDIAI - COMERCIO E SERVICOS AUTOMOTIVOS LTDA; 03.880.729/0001-98;RUA BRASIL;2272;;VILA RAMI;13212-390;GASOLINA ADITIVADA;26/10/2022;4,69;;R$ / litro;BRANCA
SE;SP;JUNDIAI;WF JUNDIAI - COMERCIO E SERVICOS AUTOMOTIVOS LTDA; 03.880.729/0001-98;RUA BRASIL;2272;;VILA RAMI;13212-390;GASOLINA;26/10/2022;4,69;;R$ / litro;BRANCA
SE;SP;JUNDIAI;AUTO POSTO GP 7 - FIGUEIRAS LTDA; 03.100.147/0001-41;RUA LACERDA FRANCO;180;;VILA ARENS;13201-750;ETANOL;26/10/2022;3,69;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;AUTO POSTO GP 7 - FIGUEIRAS LTDA; 03.100.147/0001-41;RUA LACERDA FRANCO;180;;VILA ARENS;13201-750;GASOLINA ADITIVADA;26/10/2022;4,89;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;AUTO POSTO GP 7 - FIGUEIRAS LTDA; 03.100.147/0001-41;RUA LACERDA FRANCO;180;;VILA ARENS;13201-750;GASOLINA;26/10/2022;4,89;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;VIA VERDE POSTO DE SERVICOS LTDA; 02.505.136/0001-89;AVENIDA LUIZ JOSE SERENO;600;;JD ERMIDA II;13212-210;ETANOL;26/10/2022;3,89;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;VIA VERDE POSTO DE SERVICOS LTDA; 02.505.136/0001-89;AVENIDA LUIZ JOSE SERENO;600;;JD ERMIDA II;13212-210;GASOLINA ADITIVADA;26/10/2022;5,15;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;VIA VERDE POSTO DE SERVICOS LTDA; 02.505.136/0001-89;AVENIDA LUIZ JOSE SERENO;600;;JD ERMIDA II;13212-210;GASOLINA;26/10/2022;4,99;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;COMERCIAL JARDIM CACULA LTDA.; 02.493.248/0001-67;AVENIDA COMENDADOR ANTONIO BORIN;2539;;CAXAMBU;13218-643;ETANOL;26/10/2022;3,67;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;COMERCIAL JARDIM CACULA LTDA.; 02.493.248/0001-67;AVENIDA COMENDADOR ANTONIO BORIN;2539;;CAXAMBU;13218-643;GASOLINA ADITIVADA;26/10/2022;4,94;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;COMERCIAL JARDIM CACULA LTDA.; 02.493.248/0001-67;AVENIDA COMENDADOR ANTONIO BORIN;2539;;CAXAMBU;13218-643;GASOLINA;26/10/2022;4,84;;R$ / litro;IPIRANGA
SE;SP;JUNDIAI;AUTO POSTO MARCUSSI LTDA; 02.131.138/0001-55;RODOVIA VEREADOR GERALDO DIAS;3001;;ENGORDADOURO;13214-295;ETANOL;26/10/2022;3,69;;R$ / litro;VIBRA ENERGIA
SE;SP;JUNDIAI;AUTO POSTO MARCUSSI LTDA; 02.131.138/0001-55;RODOVIA VEREADOR GERALDO DIAS;3001;;ENGORDADOURO;13214-295;GASOLINA ADITIVADA;26/10/2022;5,09;;R$ / litro;VIBRA ENERGIA
SE;SP;JUNDIAI;AUTO POSTO MARCUSSI LTDA; 02.131.138/0001-55;RODOVIA VEREADOR GERALDO DIAS;3001;;ENGORDADOURO;13214-295;GASOLINA;26/10/2022;4,99;;R$ / litro;VIBRA ENERGIA
SE;SP;MOGI GUACU;AUTO POSTO GUACU BRASIL LTDA; 09.429.269/0001-62;AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES;1925;;JARDIM NOSSA SENHORA DAS GRACAS;13845-350;ETANOL;26/10/2022;3,59;;R$ / litro;BRANCA
SE;SP;MOGI GUACU;AUTO POSTO GUACU BRASIL LTDA; 09.429.269/0001-62;AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES;1925;;JARDIM NOSSA SENHORA DAS GRACAS;13845-350;GASOLINA ADITIVADA;26/10/2022;4,74;;R$ / litro;BRANCA
SE;SP;MOGI GUACU;AUTO POSTO GUACU BRASIL LTDA; 09.429.269/0001-62;AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES;1925;;JARDIM NOSSA SENHORA DAS GRACAS;13845-350;GASOLINA;26/10/2022;4,64;;R$ / litro;BRANCA
SE;SP;MOGI DAS CRUZES;M SUPER COMBUSTIVEIS E LUBRIFICANTES LTDA; 05.591.088/0001-87;AVENIDA LOURENCO DE SOUZA FRANCO;959;;JUNDIAPEBA;08750-560;ETANOL;26/10/2022;3,59;;R$ / litro;VIBRA ENERGIA
SE;SP;MOGI DAS CRUZES;M SUPER COMBUSTIVEIS E LUBRIFICANTES LTDA; 05.591.088/0001-87;AVENIDA LOURENCO DE SOUZA FRANCO;959;;JUNDIAPEBA;08750-560;GASOLINA ADITIVADA;26/10/2022;4,79;;R$ / litro;VIBRA ENERGIA
