INSCRICAO;FAIXA_ETARIA;SEXO;ESTADO_CIVIL;COR_RACA;NACIONALIDADE;ESCOLA;ENSINO;MUNICIPIO_ESC;UF_ESC;DEPENDENCIA_ADM_ESC;LOCALIZACAO_ESC;SIT_FUNC_ESC;MUNICIPIO_PROVA;NOTA_CN;NOTA_CH;NOTA_LC;NOTA_MT;LINGUA;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO;NOTA_FINAL
210058391345;26-30 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Laranjal do Jari;458.9;355.7;434.2;508.3;Espanhol;120.0;40.0;40.0;100.0;40.0;340.0;419.41999999999996
210059077512;19 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Mazagão;550.9;500.5;554.2;648.3;Espanhol;120.0;120.0;120.0;120.0;80.0;560.0;562.78
210059380247;18 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Laranjal do Jari;AP;Federal;Urbana;Ativa;Laranjal do Jari;556.2;615.7;538.9;665.8;Espanhol;140.0;200.0;120.0;140.0;140.0;740.0;623.32
210059195941;18 anos;M;1;Parda;Brasileiro(a);Privada;Regular;Santana;AP;Privada;Urbana;Ativa;Santana;427.9;428.5;465.1;513.5;Espanhol;140.0;200.0;160.0;180.0;200.0;880.0;543.0
210060335935;19 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Mazagão;AP;Estadual;Urbana;Ativa;Mazagão;466.9;457.5;307.6;337.7;Espanhol;80.0;80.0;80.0;80.0;20.0;340.0;381.94
210059491804;18 anos;F;1;Parda;Brasileiro(a);Privada;Regular;Macapá;AP;Privada;Urbana;Ativa;Macapá;488.5;609.0;562.7;651.6;Inglês;160.0;200.0;180.0;180.0;200.0;920.0;646.36
210058099650;18 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;469.3;517.2;569.9;622.2;Inglês;160.0;200.0;200.0;200.0;200.0;960.0;627.72
210059090424;20 anos;M;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Santana;522.8;553.6;513.1;545.5;Inglês;160.0;200.0;200.0;200.0;200.0;960.0;619.0
210059154956;19 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;535.9;534.8;361.6;449.8;Espanhol;100.0;180.0;140.0;120.0;60.0;600.0;496.4199999999999
210059332636;31-35 anos;F;0;Parda;Brasileiro(a);Não respondeu;;;;;;;Oiapoque;473.7;434.1;349.7;405.2;Espanhol;100.0;120.0;100.0;80.0;20.0;420.0;416.53999999999996
210058689728;25 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;462.1;475.1;498.2;449.9;Espanhol;120.0;100.0;100.0;120.0;80.0;520.0;481.06000000000006
210059129474;20 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;451.2;527.5;495.1;401.1;Espanhol;100.0;100.0;80.0;80.0;60.0;420.0;458.98
210059538608;18 anos;M;1;Branca;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;590.8;605.3;560.3;567.5;Inglês;160.0;200.0;160.0;180.0;200.0;900.0;644.78
210059448743;20 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;397.0;370.2;410.8;408.7;Espanhol;120.0;40.0;40.0;120.0;40.0;360.0;389.34000000000003
210058597246;17 anos;F;1;Preta;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;441.1;490.9;506.4;463.4;Inglês;120.0;200.0;140.0;160.0;180.0;800.0;540.36
210058597228;20 anos;M;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;513.1;517.9;549.3;630.0;Inglês;120.0;120.0;120.0;120.0;60.0;540.0;550.0600000000001
210059406418;41-45 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;471.5;568.1;496.2;634.2;Espanhol;120.0;120.0;100.0;100.0;40.0;480.0;530.0
210058481992;20 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Porto Grande;389.1;397.6;415.9;433.7;Inglês;120.0;120.0;120.0;80.0;0.0;440.0;415.26000000000005
210061321992;20 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Porto Grande;473.0;481.7;464.6;404.3;Espanhol;160.0;200.0;200.0;200.0;200.0;960.0;556.72
210060681853;36-40 anos;F;2;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;513.6;522.9;479.8;432.0;Espanhol;100.0;120.0;100.0;120.0;60.0;500.0;489.66
210060805519;17 anos;M;1;Branca;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;451.9;417.1;550.1;496.8;Espanhol;120.0;180.0;160.0;200.0;180.0;840.0;551.18
210059406425;23 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;435.0;500.5;461.7;492.0;Espanhol;160.0;40.0;40.0;180.0;40.0;460.0;469.84
210058399515;23 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;474.1;481.4;533.4;509.5;Espanhol;100.0;120.0;100.0;120.0;80.0;520.0;503.68
210060660760;25 anos;F;1;Não declarado;Brasileiro(a);Não respondeu;;;;;;;Macapá;569.6;525.3;505.4;350.0;Inglês;120.0;180.0;140.0;160.0;80.0;680.0;526.0600000000001
210060043945;17 anos;F;1;Branca;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;405.7;457.4;462.4;543.4;Inglês;180.0;200.0;180.0;200.0;180.0;940.0;561.78
210059396268;19 anos;F;0;Não declarado;Brasileiro(a);Não respondeu;;;;;;;Laranjal do Jari;507.4;524.8;590.9;437.2;Espanhol;120.0;160.0;160.0;140.0;160.0;740.0;560.06
210059574239;17 anos;M;1;Branca;Brasileiro(a);Privada;Regular;Macapá;AP;Privada;Urbana;Ativa;Macapá;556.6;536.5;543.8;632.9;Inglês;160.0;200.0;160.0;200.0;200.0;920.0;637.9599999999999
210059574223;17 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;436.1;426.9;464.0;454.0;Inglês;100.0;120.0;80.0;140.0;60.0;500.0;456.2
210058657391;18 anos;F;1;Branca;Naturalizado(a);Não respondeu;;;;;;;Oiapoque;412.6;429.9;487.8;369.0;Espanhol;120.0;120.0;120.0;140.0;120.0;620.0;463.86
210059349927;19 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;395.4;469.2;508.5;436.6;Espanhol;140.0;180.0;160.0;140.0;120.0;740.0;509.93999999999994
210060283672;19 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Federal;Urbana;Ativa;Macapá;614.4;610.6;495.6;553.1;Espanhol;160.0;180.0;180.0;160.0;120.0;800.0;614.74
210058679337;21 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;548.2;593.8;608.3;594.3;Espanhol;160.0;120.0;120.0;100.0;120.0;620.0;592.92
210060333288;17 anos;F;1;Preta;Brasileiro(a);Pública;Regular;;;;;;Macapá;393.7;415.1;494.3;496.8;Espanhol;100.0;120.0;120.0;100.0;100.0;540.0;467.9799999999999
210058597314;18 anos;F;1;Branca;Brasileiro(a);Pública;Regular;Oiapoque;AP;Estadual;Urbana;Ativa;Oiapoque;434.2;466.4;440.6;399.0;Espanhol;120.0;120.0;160.0;160.0;120.0;680.0;484.03999999999996
210059353419;36-40 anos;M;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;494.0;503.6;448.4;350.3;Espanhol;100.0;120.0;120.0;120.0;100.0;560.0;471.26000000000005
210058591260;18 anos;F;1;Branca;Brasileiro(a);Pública;Regular;Santana;AP;Federal;Urbana;Ativa;Santana;515.4;676.1;591.1;636.5;Espanhol;160.0;200.0;160.0;180.0;180.0;880.0;659.8199999999999
210059786922;18 anos;M;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;424.0;409.8;544.3;411.0;Inglês;160.0;140.0;140.0;180.0;140.0;760.0;509.82
210058565202;18 anos;F;1;Branca;Brasileiro(a);Pública;Regular;;;;;;Macapá;578.1;610.9;537.3;402.9;Espanhol;120.0;200.0;160.0;160.0;160.0;800.0;585.8399999999999
210059497489;46-50 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;570.2;566.3;538.0;430.3;Espanhol;120.0;100.0;100.0;100.0;100.0;520.0;524.96
210061063792;17 anos;M;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;343.0;472.8;476.6;379.6;Espanhol;100.0;120.0;100.0;100.0;100.0;520.0;438.4
210058700931;26-30 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Santana;497.1;630.5;574.7;614.0;Inglês;200.0;200.0;200.0;180.0;140.0;920.0;647.26
210059489993;19 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;445.9;410.6;456.6;393.5;Espanhol;140.0;200.0;140.0;160.0;180.0;820.0;505.32
210060485613;19 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;433.9;566.0;550.1;514.5;Inglês;140.0;200.0;180.0;180.0;200.0;900.0;592.9
210060851593;46-50 anos;F;2;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;543.4;462.9;544.4;577.3;Espanhol;160.0;180.0;180.0;200.0;160.0;880.0;601.6
210060323568;51-55 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;341.5;379.7;480.8;447.7;Inglês;80.0;120.0;80.0;80.0;80.0;440.0;417.93999999999994
210059663554;19 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;559.3;680.7;609.1;577.5;Inglês;180.0;200.0;180.0;200.0;200.0;960.0;677.3199999999999
210058603910;18 anos;M;1;Branca;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;553.1;453.2;544.7;588.2;Inglês;160.0;200.0;160.0;180.0;120.0;820.0;591.8399999999999
210060840395;18 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;421.1;499.6;459.8;536.6;Espanhol;120.0;200.0;120.0;140.0;180.0;760.0;535.42
210060464412;19 anos;F;1;Preta;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;591.6;633.2;553.5;565.9;Inglês;160.0;120.0;120.0;160.0;120.0;680.0;604.84
210060871312;36-40 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;435.1;505.5;363.0;403.8;Espanhol;120.0;120.0;120.0;120.0;40.0;520.0;445.4799999999999
210060240062;36-40 anos;F;2;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;387.2;466.4;452.7;431.7;Espanhol;120.0;120.0;100.0;120.0;120.0;580.0;463.6
210058612580;18 anos;M;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;564.5;543.1;392.9;404.3;Espanhol;160.0;200.0;160.0;200.0;200.0;920.0;564.96
210058590559;20 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;425.0;385.8;439.4;400.7;Espanhol;100.0;120.0;100.0;120.0;120.0;560.0;442.17999999999995
210060309119;41-45 anos;F;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;508.8;341.1;527.5;424.7;Espanhol;120.0;40.0;40.0;120.0;0.0;320.0;424.4200000000001
210058684530;22 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;404.6;342.8;493.2;474.8;Espanhol;120.0;100.0;120.0;120.0;120.0;580.0;459.08000000000004
210059456279;22 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;391.1;488.5;470.1;353.0;Espanhol;80.0;80.0;80.0;80.0;0.0;320.0;404.54
210059443196;26-30 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;456.8;425.7;524.1;600.4;Espanhol;160.0;160.0;120.0;180.0;200.0;820.0;565.4
210059373896;25 anos;M;2;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;544.1;558.1;508.3;411.7;Espanhol;120.0;120.0;120.0;120.0;100.0;580.0;520.4399999999999
210059745772;20 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;407.8;473.7;426.2;361.0;Inglês;80.0;160.0;120.0;140.0;180.0;680.0;469.73999999999995
210060531933;17 anos;M;1;Branca;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;476.9;538.7;550.0;394.0;Inglês;140.0;180.0;140.0;180.0;180.0;820.0;555.92
210059717699;18 anos;M;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Santana;337.4;528.7;401.7;444.1;Inglês;140.0;160.0;120.0;120.0;100.0;640.0;470.38
210058733335;17 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;486.2;485.9;508.2;450.1;Espanhol;140.0;120.0;120.0;140.0;160.0;680.0;522.08
210060410111;36-40 anos;F;2;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;490.4;562.9;506.6;363.5;Espanhol;120.0;120.0;120.0;120.0;80.0;560.0;496.68
210058628597;22 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;521.8;370.8;426.8;389.4;Inglês;120.0;120.0;100.0;120.0;80.0;540.0;449.75999999999993
210060333273;18 anos;M;1;Branca;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;453.6;587.1;553.0;465.9;Inglês;160.0;200.0;160.0;200.0;180.0;900.0;591.92
210058733322;51-55 anos;F;2;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;515.4;584.8;530.9;367.0;Espanhol;160.0;120.0;140.0;120.0;200.0;740.0;547.62
210060621193;17 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Santana;452.0;390.4;441.7;505.6;Espanhol;80.0;100.0;100.0;100.0;0.0;380.0;433.93999999999994
210060892315;20 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;413.8;552.0;491.8;440.9;Espanhol;100.0;40.0;40.0;80.0;40.0;300.0;439.7
210061476789;19 anos;M;1;Preta;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;597.5;550.5;540.2;497.7;Inglês;140.0;160.0;160.0;160.0;160.0;780.0;593.1800000000001
210059786897;17 anos;F;1;Preta;Brasileiro(a);Pública;Regular;;;;;;Macapá;361.1;521.4;507.1;424.1;Espanhol;80.0;160.0;100.0;140.0;60.0;540.0;470.73999999999995
210059154684;36-40 anos;F;0;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;418.6;494.8;455.9;446.2;Espanhol;120.0;120.0;120.0;80.0;20.0;460.0;455.1
210059154685;36-40 anos;F;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;444.6;517.2;459.4;458.9;Espanhol;100.0;120.0;120.0;100.0;60.0;500.0;476.02
210058557179;20 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;435.1;480.6;420.6;409.7;Espanhol;60.0;100.0;80.0;80.0;80.0;400.0;429.2
210059484322;21 anos;M;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;465.0;485.3;535.9;473.8;Espanhol;120.0;180.0;120.0;100.0;80.0;600.0;512.0
210059325259;24 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;403.2;409.8;492.1;448.6;Inglês;120.0;120.0;120.0;120.0;40.0;520.0;454.73999999999995
210060820719;Menos de 17 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;540.2;477.0;557.9;565.2;Espanhol;160.0;180.0;140.0;200.0;200.0;880.0;604.0600000000001
210059518099;41-45 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;532.5;395.9;310.8;390.9;Espanhol;100.0;120.0;120.0;140.0;0.0;480.0;422.02
210060427579;31-35 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;628.2;628.9;609.0;564.3;Espanhol;120.0;140.0;140.0;140.0;100.0;640.0;614.0799999999999
210060270468;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;489.0;496.3;534.4;459.8;Espanhol;120.0;120.0;120.0;120.0;80.0;560.0;507.9
210060621176;18 anos;F;1;Branca;Brasileiro(a);Pública;Regular;;;;;;Macapá;433.0;494.7;496.3;365.0;Espanhol;100.0;200.0;140.0;140.0;180.0;760.0;509.8
210061476767;19 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;432.1;544.1;550.5;564.2;Espanhol;140.0;200.0;120.0;140.0;100.0;700.0;558.1800000000001
210059129538;31-35 anos;F;0;Parda;Naturalizado(a);Não respondeu;;;;;;;Santana;440.9;466.5;445.0;443.5;Espanhol;100.0;80.0;80.0;100.0;0.0;360.0;431.18
210060774700;18 anos;F;1;Preta;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;396.9;413.4;312.0;351.1;Espanhol;100.0;140.0;120.0;100.0;100.0;560.0;406.68
210061445666;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Federal;Urbana;Ativa;Macapá;596.2;621.4;533.3;492.5;Espanhol;180.0;200.0;180.0;200.0;200.0;960.0;640.68
210061312297;21 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;475.9;610.4;532.8;446.1;Inglês;80.0;120.0;100.0;100.0;80.0;480.0;509.03999999999996
210060137072;18 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;560.9;560.4;589.6;574.5;Espanhol;140.0;60.0;60.0;160.0;60.0;480.0;553.08
210059558210;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Laranjal do Jari;373.6;456.5;476.1;337.8;Espanhol;100.0;160.0;100.0;160.0;120.0;640.0;456.8
210059491877;26-30 anos;F;0;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;412.3;490.6;430.3;415.0;Espanhol;120.0;120.0;100.0;100.0;40.0;480.0;445.64
210061343197;25 anos;M;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;568.5;657.3;614.3;746.3;Espanhol;160.0;180.0;180.0;200.0;140.0;860.0;689.28
210059090495;36-40 anos;F;0;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;543.6;615.6;582.4;430.9;Espanhol;140.0;120.0;100.0;120.0;80.0;560.0;546.5
210059025794;19 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;487.9;604.2;595.1;640.6;Inglês;140.0;200.0;180.0;160.0;200.0;880.0;641.56
210058799099;21 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;462.7;496.4;518.5;486.5;Inglês;160.0;200.0;180.0;200.0;160.0;900.0;572.8199999999999
210059478750;21 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;471.0;463.9;541.6;376.3;Inglês;100.0;120.0;120.0;120.0;60.0;520.0;474.56000000000006
210058435998;17 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;382.8;559.1;514.4;363.5;Espanhol;120.0;120.0;80.0;120.0;80.0;520.0;467.96000000000004
210058153643;18 anos;F;1;Branca;Brasileiro(a);Pública;Regular;;;;;;Macapá;436.6;520.8;544.8;446.2;Espanhol;120.0;120.0;100.0;120.0;140.0;600.0;509.67999999999995
210059140014;24 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;534.8;577.2;514.5;543.7;Espanhol;100.0;120.0;120.0;120.0;140.0;600.0;554.04
210059367217;26-30 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;399.2;524.0;608.7;516.6;Espanhol;120.0;120.0;100.0;120.0;20.0;480.0;505.7
210059038727;17 anos;F;1;Parda;Brasileiro(a);Privada;Regular;Macapá;AP;Privada;Urbana;Ativa;Macapá;625.1;642.7;635.7;741.4;Espanhol;160.0;200.0;200.0;200.0;200.0;960.0;720.98
210060611382;19 anos;F;0;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;420.5;334.2;345.6;347.4;Espanhol;100.0;40.0;40.0;80.0;40.0;300.0;349.5400000000001
210061322006;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;424.2;490.9;461.1;458.1;Inglês;140.0;140.0;120.0;140.0;140.0;680.0;502.85999999999996
210058728095;22 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;430.1;513.6;502.7;404.3;Espanhol;100.0;40.0;40.0;100.0;40.0;320.0;434.14
210058548031;21 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;426.4;475.1;472.0;440.9;Espanhol;120.0;120.0;120.0;120.0;40.0;520.0;466.88
210058235036;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Santana;426.4;412.9;406.4;364.6;Espanhol;120.0;120.0;120.0;120.0;60.0;540.0;430.05999999999995
210060795705;26-30 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Santana;485.3;593.9;571.4;442.4;Espanhol;140.0;160.0;140.0;120.0;60.0;620.0;542.6
210060333362;17 anos;F;1;Branca;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;376.7;473.9;371.4;419.7;Espanhol;120.0;120.0;100.0;120.0;40.0;500.0;428.34
210061466535;17 anos;F;1;Parda;Brasileiro(a);Pública;;;;;;;Laranjal do Jari;342.0;469.7;446.3;377.7;Espanhol;100.0;140.0;100.0;80.0;120.0;540.0;435.14
210060333342;18 anos;F;1;Amarela;Brasileiro(a);Pública;Regular;;;;;;Macapá;455.1;454.8;454.8;404.8;Espanhol;120.0;120.0;100.0;120.0;120.0;580.0;469.9
210058482051;20 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;530.2;505.4;545.9;442.5;Espanhol;120.0;100.0;120.0;120.0;80.0;540.0;512.8
210059548027;24 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;502.9;507.4;482.0;454.0;Inglês;100.0;40.0;40.0;100.0;0.0;280.0;445.26000000000005
210059408386;17 anos;F;1;Preta;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;476.5;497.4;461.1;439.7;Espanhol;120.0;200.0;120.0;120.0;80.0;640.0;502.93999999999994
210059168049;19 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;427.8;490.7;543.2;406.9;Espanhol;120.0;120.0;120.0;120.0;100.0;580.0;489.71999999999997
210058472533;36-40 anos;M;2;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;506.8;608.6;462.6;550.0;Espanhol;100.0;120.0;100.0;120.0;100.0;540.0;533.6
210060333352;21 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;387.1;438.1;478.4;518.8;Inglês;120.0;120.0;100.0;120.0;0.0;460.0;456.4799999999999
210059428233;18 anos;F;1;Branca;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;445.6;551.9;564.8;425.2;Espanhol;120.0;140.0;140.0;140.0;160.0;700.0;537.5
210058463047;19 anos;M;0;Parda;Brasileiro(a);Pública;Regular;Santana;AP;Estadual;Urbana;Ativa;Santana;435.6;459.0;440.6;501.5;Espanhol;120.0;120.0;60.0;120.0;120.0;540.0;475.34
210059402076;17 anos;M;1;Branca;Brasileiro(a);Pública;Regular;;;;;;Macapá;444.5;481.0;479.3;421.7;Espanhol;120.0;40.0;40.0;140.0;40.0;380.0;441.3
210058972079;18 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;436.6;600.7;518.1;543.2;Inglês;160.0;180.0;180.0;160.0;180.0;860.0;591.72
210060670732;21 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;394.3;467.2;469.9;500.6;Espanhol;120.0;120.0;120.0;80.0;80.0;520.0;470.4
210059237301;18 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;484.0;592.2;630.7;680.7;Inglês;140.0;140.0;120.0;120.0;100.0;620.0;601.5200000000001
210060702984;19 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;508.5;587.1;582.3;519.6;Inglês;120.0;180.0;120.0;140.0;160.0;720.0;583.5
210058275987;18 anos;F;1;Não declarado;Brasileiro(a);Não respondeu;;;;;;;Santana;449.2;551.1;543.4;359.0;Espanhol;120.0;40.0;120.0;120.0;40.0;440.0;468.53999999999996
210059381239;24 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;552.4;626.1;588.8;601.4;Inglês;160.0;180.0;160.0;200.0;200.0;900.0;653.74
210058275991;18 anos;M;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;530.2;586.1;535.0;414.6;Inglês;140.0;180.0;140.0;140.0;100.0;700.0;553.1800000000001
210060712926;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Santana;AP;Estadual;Urbana;Ativa;Santana;449.2;338.6;328.7;425.1;Espanhol;120.0;200.0;160.0;180.0;140.0;800.0;468.32
210059368153;18 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;687.6;762.2;654.6;801.1;Espanhol;160.0;200.0;180.0;200.0;200.0;940.0;769.1
210058296691;31-35 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Laranjal do Jari;491.2;552.4;505.8;346.7;Inglês;100.0;100.0;80.0;80.0;0.0;360.0;451.21999999999997
210061322040;19 anos;F;1;Preta;Brasileiro(a);Pública;Regular;Laranjal do Jari;AP;Federal;Urbana;Ativa;Laranjal do Jari;404.0;543.6;516.2;385.5;Espanhol;80.0;140.0;80.0;80.0;60.0;440.0;457.86
210059396290;22 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;399.7;529.9;531.3;392.4;Espanhol;160.0;140.0;140.0;140.0;120.0;700.0;510.65999999999997
210060384579;31-35 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;622.6;697.1;679.8;637.4;Inglês;120.0;120.0;120.0;120.0;120.0;600.0;647.38
210059360828;23 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;524.0;462.2;444.2;506.1;Espanhol;120.0;120.0;80.0;120.0;40.0;480.0;483.3
210059373915;20 anos;M;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;346.4;433.4;417.8;336.5;Espanhol;100.0;120.0;120.0;100.0;120.0;560.0;418.82
210059394674;21 anos;F;2;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;540.0;471.9;492.4;438.2;Espanhol;100.0;40.0;40.0;80.0;40.0;300.0;448.5
210060296177;21 anos;M;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;472.8;565.2;527.2;387.3;Inglês;100.0;120.0;100.0;120.0;0.0;440.0;478.5
210059394696;20 anos;F;1;Parda;Naturalizado(a);Não respondeu;;;;;;;Macapá;418.2;539.8;499.2;489.1;Espanhol;140.0;160.0;140.0;120.0;80.0;640.0;517.26
210059211089;25 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;530.0;479.8;495.1;526.5;Espanhol;160.0;180.0;180.0;180.0;180.0;880.0;582.28
210060347853;18 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;524.5;592.3;574.7;557.4;Espanhol;160.0;160.0;80.0;120.0;80.0;600.0;569.78
