INSCRICAO;FAIXA_ETARIA;SEXO;ESTADO_CIVIL;COR_RACA;NACIONALIDADE;ESCOLA;ENSINO;MUNICIPIO_ESC;UF_ESC;DEPENDENCIA_ADM_ESC;LOCALIZACAO_ESC;SIT_FUNC_ESC;MUNICIPIO_PROVA;NOTA_CN;NOTA_CH;NOTA_LC;NOTA_MT;LINGUA;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO;NOTA_FINAL
210059587847;19 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;522.7;544.6;528.5;432.2;Espanhol;160.0;180.0;180.0;160.0;200.0;880.0;581.6
210059388096;19 anos;M;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;539.4;551.7;570.4;420.7;Espanhol;120.0;140.0;140.0;120.0;40.0;560.0;528.4399999999999
210059982331;26-30 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;393.0;501.7;511.6;349.0;Espanhol;100.0;120.0;120.0;120.0;60.0;520.0;455.06000000000006
210058941508;21 anos;F;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;484.9;504.8;503.4;445.7;Espanhol;140.0;180.0;160.0;160.0;120.0;760.0;539.76
210059855130;17 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Santana;AP;Estadual;Urbana;Ativa;Santana;502.2;516.9;474.3;590.9;Espanhol;160.0;180.0;160.0;160.0;160.0;820.0;580.8599999999999
210059527742;17 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Santana;AP;Estadual;Urbana;Ativa;Santana;522.6;681.3;592.9;566.4;Inglês;160.0;180.0;160.0;160.0;180.0;840.0;640.6400000000001
210061244815;25 anos;M;1;Parda;Naturalizado(a);Não respondeu;;;;;;;Macapá;398.9;503.3;534.1;678.2;Inglês;120.0;100.0;100.0;120.0;80.0;520.0;526.9
210059260086;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;440.2;518.2;545.7;569.6;Espanhol;140.0;180.0;140.0;160.0;160.0;780.0;570.74
210060450381;18 anos;M;1;Branca;Brasileiro(a);Pública;Regular;;;;;;Macapá;515.5;621.3;520.6;557.6;Inglês;120.0;160.0;140.0;140.0;160.0;720.0;587.0
210060450378;19 anos;M;1;Branca;Brasileiro(a);Pública;Regular;;;;;;Macapá;500.2;575.3;528.5;594.4;Inglês;160.0;200.0;160.0;200.0;200.0;920.0;623.6800000000001
210060811502;19 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;541.1;523.1;562.9;413.2;Espanhol;120.0;200.0;140.0;140.0;200.0;800.0;568.0600000000001
210060000671;17 anos;F;1;Preta;Brasileiro(a);Pública;Regular;;;;;;Macapá;494.4;572.1;568.6;415.2;Espanhol;120.0;160.0;120.0;120.0;120.0;640.0;538.06
210058405071;20 anos;F;1;Preta;Brasileiro(a);Pública;;;;;;;Mazagão;460.4;497.8;427.0;378.2;Espanhol;120.0;120.0;120.0;120.0;120.0;600.0;472.68
210059273266;41-45 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;507.5;617.4;552.3;499.2;Espanhol;100.0;100.0;100.0;100.0;140.0;540.0;543.28
210060656859;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Laranjal do Jari;482.8;444.7;427.0;447.8;Inglês;120.0;160.0;120.0;160.0;80.0;640.0;488.46000000000004
210058405056;18 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;485.2;542.2;518.4;478.9;Espanhol;120.0;140.0;100.0;100.0;100.0;560.0;516.94
210061103994;31-35 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;533.1;513.0;518.8;441.9;Inglês;120.0;120.0;120.0;120.0;100.0;580.0;517.3599999999999
210061094641;Menos de 17 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;376.0;563.5;541.8;518.5;Espanhol;120.0;120.0;120.0;120.0;80.0;560.0;511.96000000000004
210061094647;26-30 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;366.3;511.2;518.6;394.8;Espanhol;80.0;80.0;60.0;100.0;40.0;360.0;430.17999999999995
210059098085;21 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Mazagão;417.5;489.2;430.9;395.0;Espanhol;80.0;100.0;80.0;80.0;80.0;420.0;430.52
210058581179;18 anos;F;1;Branca;Brasileiro(a);Pública;Regular;;;;;;Laranjal do Jari;480.7;554.7;554.2;398.0;Inglês;120.0;120.0;140.0;120.0;120.0;620.0;521.5200000000001
210061254677;20 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;399.3;542.8;457.6;351.9;Espanhol;120.0;120.0;120.0;120.0;80.0;560.0;462.32
210060381040;22 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;393.6;568.2;553.6;358.8;Espanhol;120.0;120.0;120.0;120.0;120.0;600.0;494.84
210058431990;19 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Santana;421.2;383.4;450.5;343.4;Espanhol;120.0;200.0;120.0;120.0;80.0;640.0;447.7
210058432006;17 anos;M;1;Branca;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;360.8;387.0;432.9;364.3;Espanhol;100.0;160.0;120.0;120.0;20.0;520.0;413.0
210058118686;22 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;399.9;401.9;437.7;383.7;Espanhol;120.0;120.0;120.0;120.0;80.0;560.0;436.64
210058441448;18 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Santana;AP;Estadual;Urbana;Ativa;Santana;415.9;304.6;392.4;425.0;Espanhol;100.0;120.0;120.0;100.0;100.0;540.0;415.58000000000004
210060022096;31-35 anos;F;1;Parda;Brasileiro(a);Pública;;Santana;AP;Estadual;Urbana;Ativa;Santana;443.9;419.5;459.6;366.4;Espanhol;120.0;120.0;120.0;120.0;140.0;620.0;461.88
210061104083;20 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;505.2;444.3;512.3;347.2;Espanhol;120.0;100.0;100.0;120.0;140.0;580.0;477.8
210059389073;21 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;433.5;347.4;505.6;383.7;Espanhol;120.0;40.0;40.0;120.0;40.0;360.0;406.04
210058782259;17 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;456.3;549.8;535.5;495.1;Inglês;120.0;120.0;100.0;120.0;120.0;580.0;523.3399999999999
210061104051;19 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;585.3;555.5;553.8;470.9;Espanhol;180.0;200.0;160.0;200.0;180.0;920.0;617.1
210060022080;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;540.1;539.6;484.8;512.7;Espanhol;120.0;120.0;120.0;140.0;120.0;620.0;539.4399999999999
210058941053;26-30 anos;M;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;492.5;393.0;440.0;448.2;Espanhol;80.0;120.0;80.0;100.0;40.0;420.0;438.73999999999995
210059909321;18 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;502.4;563.3;444.3;486.1;Espanhol;160.0;200.0;120.0;200.0;200.0;880.0;575.22
210059910727;25 anos;M;1;Não declarado;Brasileiro(a);Não respondeu;;;;;;;Macapá;579.7;626.6;583.9;647.9;Inglês;160.0;200.0;180.0;180.0;160.0;880.0;663.6200000000001
210061410598;20 anos;F;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;436.3;493.6;509.9;352.3;Espanhol;80.0;80.0;120.0;100.0;20.0;400.0;438.4200000000001
210060386245;19 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;354.1;443.3;345.1;347.2;Espanhol;80.0;100.0;80.0;100.0;20.0;380.0;373.94
210060383645;21 anos;M;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;396.0;408.0;491.0;590.3;Inglês;160.0;200.0;160.0;200.0;140.0;860.0;549.0600000000001
210059981038;22 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Laranjal do Jari;448.0;496.6;475.9;398.0;Espanhol;80.0;80.0;60.0;80.0;40.0;340.0;431.7
210059391044;19 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;507.6;505.1;564.8;475.9;Espanhol;120.0;180.0;120.0;160.0;120.0;700.0;550.6800000000001
210060697729;17 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;479.8;494.0;484.0;469.2;Espanhol;140.0;200.0;120.0;120.0;140.0;720.0;529.4
210060391992;19 anos;F;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;540.6;533.0;410.4;374.0;Espanhol;120.0;180.0;100.0;120.0;120.0;640.0;499.6
210059329529;20 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;480.4;555.9;537.9;440.2;Espanhol;80.0;100.0;100.0;100.0;0.0;380.0;478.87999999999994
210060392009;21 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;392.6;458.7;463.2;449.3;Espanhol;160.0;120.0;120.0;160.0;40.0;600.0;472.76000000000005
210059329503;17 anos;F;1;Parda;Brasileiro(a);Pública;;;;;;;Laranjal do Jari;484.9;526.6;506.3;501.0;Espanhol;120.0;200.0;120.0;180.0;160.0;780.0;559.76
210059912703;17 anos;F;1;Branca;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;419.4;479.0;516.3;385.7;Espanhol;120.0;160.0;120.0;120.0;120.0;640.0;488.0799999999999
210058600584;20 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;547.1;601.6;551.2;571.8;Inglês;120.0;180.0;100.0;140.0;160.0;700.0;594.3399999999999
210059807655;19 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;384.4;476.2;381.4;463.7;Espanhol;120.0;200.0;140.0;160.0;180.0;800.0;501.14
210059065255;17 anos;M;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Laranjal do Jari;419.2;486.4;503.1;542.9;Inglês;100.0;80.0;60.0;100.0;20.0;360.0;462.32
210061441441;51-55 anos;M;0;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;609.6;700.1;564.8;567.4;Espanhol;140.0;180.0;140.0;160.0;180.0;800.0;648.38
210058468587;19 anos;F;1;Amarela;Brasileiro(a);Não respondeu;;;;;;;Macapá;442.3;487.7;505.7;436.1;Espanhol;160.0;160.0;160.0;160.0;140.0;780.0;530.36
210060007139;21 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Santana;698.8;684.0;697.6;736.2;Inglês;160.0;180.0;160.0;180.0;160.0;840.0;731.32
210060007171;21 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;575.8;623.4;641.6;713.8;Inglês;160.0;200.0;200.0;200.0;180.0;940.0;698.9199999999998
210060007183;18 anos;M;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;486.9;529.2;454.6;452.6;Espanhol;140.0;40.0;40.0;160.0;40.0;420.0;468.66
210058802887;17 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;422.8;451.1;431.9;370.1;Espanhol;100.0;160.0;140.0;120.0;20.0;540.0;443.18
210060728615;18 anos;M;1;Preta;Brasileiro(a);Pública;Regular;Santana;AP;Estadual;Urbana;Ativa;Santana;496.1;522.3;529.3;562.9;Espanhol;160.0;200.0;160.0;160.0;120.0;800.0;582.12
210059524778;18 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;488.7;411.9;532.1;351.4;Espanhol;140.0;120.0;120.0;120.0;60.0;560.0;468.82
210059695493;23 anos;M;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;556.2;618.6;590.6;838.5;Inglês;120.0;100.0;120.0;120.0;100.0;560.0;632.78
210059994106;18 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;536.9;585.0;602.0;628.8;Espanhol;140.0;180.0;120.0;160.0;120.0;720.0;614.54
210059848873;19 anos;M;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;437.4;494.9;497.6;444.7;Espanhol;140.0;120.0;120.0;160.0;140.0;680.0;510.9200000000001
210058823448;41-45 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;392.5;522.1;438.5;423.2;Inglês;100.0;60.0;40.0;100.0;20.0;320.0;419.26000000000005
210059020517;19 anos;F;1;Preta;Brasileiro(a);Pública;Regular;;;;;;Macapá;604.1;573.6;581.8;659.9;Espanhol;160.0;200.0;180.0;200.0;200.0;940.0;671.88
210061152379;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;491.1;580.0;545.9;369.1;Espanhol;140.0;200.0;140.0;180.0;160.0;820.0;561.22
210060749651;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Amapá;442.9;470.6;486.1;400.7;Espanhol;120.0;120.0;120.0;140.0;140.0;640.0;488.06000000000006
210058495781;22 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;461.7;518.6;471.4;372.5;Espanhol;120.0;120.0;100.0;100.0;100.0;540.0;472.84
210058816805;17 anos;F;1;Branca;Brasileiro(a);Pública;Regular;;;;;;Macapá;454.4;673.4;627.7;647.5;Inglês;160.0;200.0;180.0;200.0;200.0;940.0;668.6
210058982863;31-35 anos;F;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;525.7;471.9;485.1;472.8;Espanhol;100.0;140.0;120.0;120.0;140.0;620.0;515.1
210059162510;17 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;469.8;592.9;638.2;611.3;Espanhol;140.0;200.0;160.0;140.0;160.0;800.0;622.4399999999999
210060549891;19 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;514.3;576.7;555.9;482.4;Espanhol;160.0;200.0;200.0;160.0;200.0;920.0;609.86
210058646697;18 anos;F;1;Branca;Brasileiro(a);Pública;Regular;;;;;;Macapá;539.8;311.6;364.6;374.8;Espanhol;140.0;120.0;140.0;140.0;140.0;680.0;454.16
210059890141;21 anos;F;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;443.8;414.8;475.2;419.4;Espanhol;100.0;120.0;100.0;80.0;120.0;520.0;454.64
210059024085;21 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;366.4;478.3;432.8;339.8;Espanhol;120.0;120.0;120.0;80.0;40.0;480.0;419.46000000000004
210058982861;24 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;597.1;663.7;612.3;584.1;Inglês;160.0;200.0;200.0;200.0;200.0;960.0;683.44
210061163533;20 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Laranjal do Jari;478.7;427.2;428.7;475.7;Espanhol;100.0;60.0;80.0;80.0;80.0;400.0;442.06000000000006
210061152391;18 anos;F;1;Parda;Naturalizado(a);Pública;Regular;;;;;;Macapá;411.4;417.7;378.6;363.4;Inglês;80.0;100.0;80.0;40.0;40.0;340.0;382.21999999999997
210060537290;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;460.7;521.8;521.8;486.5;Espanhol;120.0;140.0;120.0;140.0;180.0;700.0;538.1600000000001
210060526662;19 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;526.9;611.9;601.0;661.4;Inglês;160.0;200.0;200.0;160.0;180.0;900.0;660.24
210059046384;18 anos;F;0;Branca;Brasileiro(a);Pública;Regular;;;;;;Macapá;377.5;384.5;441.2;389.7;Inglês;100.0;120.0;100.0;120.0;100.0;540.0;426.58000000000004
210060007197;17 anos;F;1;Branca;Brasileiro(a);Pública;Regular;Laranjal do Jari;AP;Federal;Urbana;Ativa;Laranjal do Jari;487.3;575.5;537.0;633.2;Inglês;120.0;120.0;120.0;140.0;160.0;660.0;578.6
210059065303;Menos de 17 anos;M;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;542.0;514.6;475.2;530.7;Espanhol;160.0;200.0;160.0;200.0;160.0;880.0;588.5
210060399571;19 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;507.2;564.2;522.2;486.6;Espanhol;100.0;120.0;80.0;80.0;40.0;420.0;500.0400000000001
210060022237;17 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;347.8;481.8;461.4;491.4;Inglês;120.0;200.0;160.0;160.0;200.0;840.0;524.48
210058073394;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;513.3;552.8;579.0;532.2;Espanhol;160.0;200.0;160.0;180.0;160.0;860.0;607.46
210059360006;26-30 anos;F;3;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;479.2;461.4;447.5;387.9;Espanhol;100.0;120.0;100.0;120.0;120.0;560.0;467.2
210060022194;21 anos;F;1;Parda;Naturalizado(a);Não respondeu;;;;;;;Macapá;386.9;427.5;432.5;359.8;Espanhol;80.0;100.0;80.0;80.0;20.0;360.0;393.34000000000003
210058524356;19 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;481.2;563.3;517.0;378.1;Espanhol;120.0;120.0;120.0;100.0;80.0;540.0;495.91999999999996
210060371267;25 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;585.7;630.4;597.6;525.0;Inglês;140.0;140.0;140.0;200.0;180.0;800.0;627.74
210059933366;18 anos;F;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;520.3;531.1;546.8;454.9;Inglês;160.0;200.0;160.0;160.0;200.0;880.0;586.62
210060048257;19 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Porto Grande;528.8;455.7;506.8;386.7;Espanhol;120.0;200.0;120.0;120.0;160.0;720.0;519.6
210060229242;17 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Santana;424.9;486.7;539.2;474.7;Espanhol;100.0;160.0;120.0;100.0;0.0;480.0;481.1
210059205746;19 anos;F;1;Preta;Brasileiro(a);Não respondeu;;;;;;;Macapá;374.3;397.7;415.8;392.5;Espanhol;120.0;140.0;120.0;120.0;120.0;620.0;440.06000000000006
210059085221;23 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;717.1;648.0;729.2;823.6;Espanhol;160.0;200.0;200.0;200.0;200.0;960.0;775.58
210059401250;19 anos;F;1;Branca;Brasileiro(a);Pública;Regular;;;;;;Macapá;423.9;413.6;409.0;338.1;Espanhol;120.0;40.0;40.0;120.0;40.0;360.0;388.91999999999996
210060048256;19 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Federal;Urbana;Ativa;Macapá;554.9;637.1;668.3;606.8;Inglês;160.0;200.0;180.0;200.0;180.0;920.0;677.42
210058954827;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Federal;Urbana;Ativa;Macapá;382.5;492.7;518.1;427.9;Espanhol;140.0;180.0;120.0;140.0;140.0;720.0;508.24000000000007
210061244881;24 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;407.3;524.1;519.9;439.1;Espanhol;120.0;120.0;100.0;120.0;80.0;540.0;486.08000000000004
210059987650;31-35 anos;F;3;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;526.2;581.2;573.3;459.0;Espanhol;120.0;160.0;120.0;120.0;40.0;560.0;539.9399999999999
210061254731;22 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;437.4;534.0;513.2;493.4;Espanhol;120.0;120.0;100.0;100.0;80.0;520.0;499.6
210060441039;26-30 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;451.0;504.9;534.5;469.2;Espanhol;120.0;120.0;120.0;100.0;100.0;560.0;503.9200000000001
210059231982;18 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Santana;AP;Estadual;Urbana;Ativa;Santana;520.0;598.6;581.1;630.7;Inglês;180.0;200.0;180.0;200.0;160.0;920.0;650.0799999999999
210059959499;36-40 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;522.8;579.4;600.3;591.0;Espanhol;120.0;120.0;120.0;120.0;80.0;560.0;570.7
210059995480;20 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;441.7;486.1;535.6;413.7;Espanhol;160.0;200.0;180.0;200.0;200.0;940.0;563.4200000000001
210059247030;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;573.2;593.4;536.8;553.7;Inglês;160.0;200.0;200.0;180.0;200.0;940.0;639.42
210060373885;22 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;457.4;408.1;504.5;458.6;Espanhol;100.0;120.0;100.0;80.0;120.0;520.0;469.71999999999997
210059247043;18 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Santana;404.5;488.7;485.5;479.2;Inglês;120.0;40.0;40.0;160.0;40.0;400.0;451.58000000000004
210059896363;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Santana;441.3;386.0;455.0;406.9;Inglês;120.0;120.0;100.0;120.0;80.0;540.0;445.84
210061053737;26-30 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Laranjal do Jari;576.1;616.5;635.4;686.7;Espanhol;140.0;180.0;160.0;200.0;120.0;800.0;662.9399999999999
210058414522;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Laranjal do Jari;AP;Estadual;Urbana;Ativa;Laranjal do Jari;479.7;482.4;471.5;547.5;Espanhol;100.0;120.0;120.0;120.0;120.0;580.0;512.22
210059098157;17 anos;M;1;Branca;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;481.0;503.5;530.6;430.2;Espanhol;120.0;140.0;140.0;180.0;100.0;680.0;525.0600000000001
210059883302;18 anos;F;1;Preta;Brasileiro(a);Pública;;Macapá;AP;Estadual;Urbana;Ativa;Macapá;427.8;373.1;321.4;360.6;Espanhol;120.0;120.0;120.0;140.0;60.0;560.0;408.58000000000004
210059981197;21 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;330.8;374.1;341.9;383.6;Espanhol;120.0;80.0;80.0;120.0;0.0;400.0;366.08000000000004
210060460458;26-30 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Laranjal do Jari;383.6;539.3;477.1;378.5;Inglês;100.0;40.0;40.0;100.0;40.0;320.0;419.7
210060023758;22 anos;M;1;Parda;Naturalizado(a);Não respondeu;;;;;;;Macapá;430.5;470.7;412.1;393.0;Inglês;120.0;120.0;100.0;100.0;0.0;440.0;429.26000000000005
210059883263;17 anos;F;1;Preta;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;447.4;501.9;530.0;441.3;Inglês;120.0;160.0;120.0;120.0;120.0;640.0;512.12
210059987655;19 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;436.9;422.5;479.3;363.6;Espanhol;120.0;160.0;120.0;120.0;40.0;560.0;452.46000000000004
210059987660;21 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;400.3;503.5;421.5;393.7;Espanhol;100.0;140.0;80.0;100.0;80.0;500.0;443.8
210059937495;23 anos;F;2;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;462.4;513.4;511.6;404.3;Espanhol;120.0;40.0;40.0;120.0;40.0;360.0;450.34
210060381104;19 anos;M;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;392.1;357.1;400.4;344.8;Espanhol;80.0;120.0;100.0;120.0;100.0;520.0;402.88
210060079413;26-30 anos;M;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;665.8;657.4;710.9;773.0;Inglês;180.0;200.0;180.0;200.0;200.0;960.0;753.42
210058796216;17 anos;M;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;536.0;544.8;530.3;452.9;Inglês;120.0;120.0;120.0;160.0;80.0;600.0;532.8
210059376054;20 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Laranjal do Jari;456.5;453.4;519.4;469.0;Espanhol;100.0;180.0;140.0;120.0;120.0;660.0;511.66
210059924422;19 anos;M;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;604.7;341.2;441.2;430.3;Espanhol;140.0;200.0;160.0;180.0;180.0;860.0;535.48
210059830483;19 anos;M;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;508.1;471.8;529.7;436.9;Inglês;100.0;120.0;100.0;120.0;40.0;480.0;485.3
210059830479;18 anos;M;0;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Federal;Urbana;Ativa;Macapá;463.3;585.3;595.1;681.8;Inglês;140.0;200.0;140.0;180.0;160.0;820.0;629.1
210059316502;17 anos;M;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Macapá;499.4;544.8;511.6;367.7;Inglês;160.0;200.0;180.0;200.0;200.0;940.0;572.7
210059301494;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;531.2;557.8;521.4;588.9;Espanhol;140.0;160.0;140.0;180.0;140.0;760.0;591.86
210060015814;21 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;375.8;442.1;480.4;428.7;Inglês;120.0;140.0;120.0;120.0;80.0;580.0;461.4
210061410704;24 anos;F;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;447.0;526.3;538.4;445.5;Espanhol;100.0;160.0;120.0;120.0;60.0;560.0;503.43999999999994
210060460509;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Laranjal do Jari;AP;Estadual;Urbana;Ativa;Laranjal do Jari;388.1;404.7;317.5;484.7;Espanhol;120.0;120.0;120.0;140.0;120.0;620.0;443.0
210060008095;19 anos;F;1;Amarela;Brasileiro(a);Pública;Regular;Macapá;AP;Federal;Urbana;Ativa;Macapá;436.3;507.4;486.4;575.8;Espanhol;140.0;200.0;140.0;160.0;180.0;820.0;565.18
210060386281;23 anos;M;1;Branca;Brasileiro(a);Não respondeu;;;;;;;Macapá;442.5;476.1;429.4;408.5;Espanhol;120.0;160.0;120.0;120.0;100.0;620.0;475.3
210059950539;24 anos;F;1;Parda;Brasileiro(a);Não respondeu;;;;;;;Macapá;409.0;412.6;411.0;491.6;Espanhol;100.0;80.0;80.0;100.0;20.0;380.0;420.84
210059965569;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;;;;;;Amapá;480.5;487.9;468.7;430.4;Espanhol;120.0;120.0;120.0;120.0;120.0;600.0;493.5
210058449681;18 anos;F;1;Preta;Brasileiro(a);Pública;Regular;;;;;;Macapá;372.8;526.9;477.4;497.2;Espanhol;120.0;120.0;100.0;60.0;40.0;440.0;462.86
210059329574;18 anos;F;1;Parda;Brasileiro(a);Pública;Regular;Macapá;AP;Estadual;Urbana;Ativa;Macapá;426.0;430.6;524.4;408.4;Espanhol;120.0;140.0;140.0;120.0;80.0;600.0;477.88
