NU_INSCRICAO,FAIXA_ETARIA,SEXO,ESTADO_CIVIL,COR_RACA,NACIONALIDADE,ST_CONCLUSAO,ANO_CONCLUSAO,TP_ESCOLA,TP_ENSINO,MUNICIPIO_ESC,UF_ESC,DEPENDENCIA_ADM_ESC,LOCALIZACAO_ESC,SIT_FUNC_ESC,MUNICIPIO_PROVA,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,LINGUA,COMP1_REDACAO,COMP2_REDACAO,COMP3_REDACAO,COMP4_REDACAO,COMP5_REDACAO,NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
210053224200,3,M,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,607.2,611.8,591.9,619.1,ingles,80.0,120.0,120.0,140.0,120.0,580.0,E,G,D,D,6.0,G,A,C,C,A,A,B,A,B,A,A,A,A,B,A,B,D,A,B,B
210051241836,5,F,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Oiapoque,476.8,540.8,517.4,515.8,espanhol,80.0,120.0,100.0,120.0,120.0,540.0,B,G,C,D,7.0,E,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
210054031297,3,F,1,branca,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,468.5,626.7,579.7,547.5,ingles,100.0,140.0,120.0,120.0,120.0,600.0,G,F,E,E,3.0,L,A,C,C,B,A,B,A,B,A,B,B,A,E,B,A,E,B,C,B
210054450951,8,M,1,branca,brasileiro,1,6,nao_respondeu,,,,,,,Macapá,392.4,380.0,502.5,404.1,ingles,120.0,120.0,100.0,100.0,80.0,520.0,E,F,D,D,8.0,D,A,C,E,A,A,B,B,B,A,A,A,A,C,A,A,E,A,D,B
210051289526,3,F,1,parda,brasileiro,2,0,publica,1.0,Santana,AP,2.0,1.0,1.0,Santana,500.8,605.7,520.7,427.1,espanhol,140.0,120.0,120.0,120.0,120.0,620.0,E,E,B,B,3.0,D,A,B,D,B,A,B,A,B,A,A,A,A,C,A,B,D,A,A,B
210051423687,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Oiapoque,454.0,457.2,501.0,424.2,ingles,120.0,200.0,120.0,120.0,100.0,660.0,E,F,B,D,2.0,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210051080465,2,F,1,branca,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,600.4,641.1,609.9,722.8,ingles,160.0,200.0,180.0,200.0,200.0,940.0,E,F,D,E,3.0,M,B,E,E,B,A,B,B,B,A,B,A,B,E,A,B,D,A,B,B
210053257350,3,M,1,branca,brasileiro,2,0,publica,1.0,,,,,,Macapá,509.4,605.8,585.6,592.7,ingles,100.0,200.0,140.0,160.0,160.0,760.0,D,D,C,B,7.0,A,A,B,B,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,A
210054085915,8,F,1,preta,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,401.1,529.5,477.2,478.9,espanhol,120.0,120.0,120.0,160.0,100.0,620.0,H,C,F,B,11.0,C,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,D,A,A,A
210054095038,5,F,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Santana,559.8,647.6,589.3,460.1,espanhol,120.0,160.0,120.0,140.0,120.0,660.0,H,E,F,B,5.0,B,A,B,C,A,A,B,A,B,A,A,A,A,C,A,A,E,A,A,B
210052625483,6,M,1,parda,brasileiro,1,4,nao_respondeu,,,,,,,Santana,566.2,0.0,0.0,445.0,espanhol,120.0,160.0,80.0,120.0,0.0,480.0,C,B,C,B,5.0,C,A,C,C,A,A,A,B,B,A,A,A,A,B,A,A,D,A,B,B
210053062214,4,F,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,364.6,476.7,471.2,534.7,ingles,120.0,160.0,100.0,100.0,100.0,580.0,G,G,B,D,5.0,C,A,B,D,B,A,B,B,B,A,A,A,A,B,A,A,E,A,B,B
210052841633,3,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,552.2,456.1,464.0,607.5,espanhol,120.0,120.0,120.0,120.0,160.0,640.0,H,G,F,D,4.0,G,A,C,D,C,A,B,A,B,A,B,A,B,D,A,A,D,A,A,B
210052263555,11,M,1,preta,brasileiro,1,11,nao_respondeu,,,,,,,Macapá,435.6,429.9,496.8,404.4,espanhol,120.0,120.0,100.0,120.0,0.0,460.0,B,D,B,B,3.0,B,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B
210054105041,6,F,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,404.7,470.0,377.6,394.4,espanhol,100.0,100.0,80.0,80.0,0.0,360.0,H,D,F,B,8.0,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
210054120729,3,M,1,branca,brasileiro,2,0,publica,1.0,,,,,,Macapá,373.9,487.0,545.0,548.2,ingles,120.0,120.0,140.0,180.0,140.0,700.0,D,F,F,D,4.0,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
210051318245,3,F,1,branca,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,429.1,591.6,381.7,519.4,ingles,140.0,160.0,140.0,140.0,100.0,680.0,G,G,D,D,3.0,H,A,D,D,B,A,B,A,B,A,B,A,A,D,A,A,D,A,A,B
210053601909,11,F,2,preta,brasileiro,1,12,nao_respondeu,,,,,,,Macapá,391.5,397.1,370.8,366.0,espanhol,80.0,120.0,80.0,100.0,0.0,380.0,H,C,C,B,5.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
210051186359,4,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Santana,510.9,572.1,529.0,478.9,ingles,100.0,120.0,120.0,120.0,100.0,560.0,B,E,C,B,5.0,B,A,C,E,A,A,B,B,A,B,A,A,A,A,A,A,E,A,A,B
210054070585,2,M,1,branca,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,546.7,524.3,531.7,558.2,ingles,80.0,120.0,120.0,120.0,120.0,560.0,F,F,E,E,2.0,K,B,D,C,B,A,B,B,B,A,B,A,A,C,A,B,C,A,C,B
210053181860,8,F,1,branca,brasileiro,1,6,nao_respondeu,,,,,,,Macapá,476.7,540.6,488.3,457.0,ingles,140.0,200.0,180.0,200.0,200.0,920.0,C,E,D,B,5.0,I,A,C,D,C,A,B,B,B,A,A,A,A,D,A,A,E,A,B,B
210052639876,11,M,1,indigena,brasileiro,1,9,nao_respondeu,,,,,,,Oiapoque,404.8,445.3,486.2,406.6,espanhol,80.0,120.0,120.0,140.0,0.0,460.0,E,C,D,A,6.0,B,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
210051285698,2,F,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,534.3,511.8,520.8,489.0,ingles,100.0,120.0,120.0,120.0,140.0,600.0,F,F,D,D,6.0,H,D,D,E,D,A,B,B,B,B,B,A,A,E,A,A,E,A,C,B
210052418370,12,M,1,parda,naturalizado,1,0,nao_respondeu,,,,,,,Macapá,453.0,539.8,427.5,398.8,espanhol,80.0,120.0,80.0,100.0,120.0,500.0,A,A,A,B,2.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
210052694911,11,M,1,parda,brasileiro,1,10,nao_respondeu,,,,,,,Macapá,420.6,508.0,404.4,442.6,ingles,120.0,200.0,120.0,120.0,100.0,660.0,B,B,B,B,11.0,C,A,B,D,A,A,B,B,A,A,A,A,A,B,A,A,E,A,B,B
210053173707,11,F,1,parda,brasileiro,1,12,nao_respondeu,,,,,,,Macapá,511.3,601.5,528.0,432.0,espanhol,120.0,120.0,120.0,120.0,120.0,600.0,D,F,B,B,3.0,H,A,D,D,D,A,B,A,B,A,A,A,B,D,B,A,D,A,B,B
210053013188,3,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Santana,473.1,432.2,388.0,466.0,espanhol,120.0,180.0,120.0,140.0,120.0,680.0,E,E,B,B,3.0,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A
210054037626,3,F,1,parda,brasileiro,2,0,privada,1.0,,,,,,Macapá,450.9,539.2,504.3,497.1,espanhol,160.0,120.0,120.0,120.0,140.0,660.0,E,G,B,D,3.0,D,A,D,D,B,A,B,B,B,A,A,A,B,C,A,A,D,A,B,B
210052621584,7,F,1,parda,brasileiro,1,5,nao_respondeu,,,,,,,Santana,526.7,416.8,528.9,548.9,espanhol,100.0,120.0,80.0,120.0,100.0,520.0,H,B,F,B,8.0,B,A,B,C,A,A,B,A,A,B,A,A,A,B,A,A,D,A,A,B
210053642792,5,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,446.1,537.2,566.5,549.8,ingles,100.0,120.0,120.0,120.0,60.0,520.0,H,E,F,B,3.0,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,B
210053686634,3,M,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,501.5,420.4,409.9,516.5,espanhol,100.0,120.0,100.0,120.0,140.0,580.0,H,E,B,B,4.0,C,A,B,C,A,B,B,A,B,B,B,A,A,B,A,A,A,A,A,B
210054423880,5,M,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,448.0,418.3,511.3,509.6,ingles,140.0,120.0,120.0,140.0,140.0,660.0,E,E,B,C,5.0,D,A,B,C,A,A,B,B,B,B,A,A,A,B,A,A,D,A,A,B
210052477880,10,M,1,branca,brasileiro,1,7,nao_respondeu,,,,,,,Santana,518.4,605.4,586.3,558.2,espanhol,100.0,180.0,120.0,140.0,80.0,620.0,D,B,B,B,5.0,D,A,B,C,A,A,B,A,B,A,A,A,A,C,A,A,D,A,B,B
210052766517,6,M,1,branca,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,578.5,627.7,508.2,684.8,ingles,160.0,180.0,160.0,160.0,160.0,820.0,F,G,D,D,3.0,N,B,E,E,B,A,B,B,B,A,B,A,B,E,A,B,E,A,D,B
210054116710,3,F,1,nao_declarado,brasileiro,1,1,nao_respondeu,,,,,,,Amapá,463.9,526.5,504.1,476.2,ingles,100.0,120.0,100.0,100.0,140.0,560.0,F,E,D,B,4.0,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,D,A,A,B
210054117819,4,F,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,558.6,601.0,520.6,566.3,espanhol,160.0,180.0,160.0,180.0,180.0,860.0,B,E,C,B,4.0,E,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210052532435,4,F,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,434.4,428.7,545.4,559.5,espanhol,120.0,160.0,120.0,120.0,120.0,640.0,E,F,C,D,6.0,G,A,B,C,B,A,B,B,B,A,B,A,A,B,A,A,D,A,B,B
210053662463,3,M,1,parda,brasileiro,4,0,nao_respondeu,,,,,,,Laranjal do Jari,389.4,412.8,342.3,408.1,espanhol,100.0,80.0,60.0,100.0,0.0,340.0,B,B,F,A,3.0,B,A,C,D,B,A,B,B,B,B,A,A,A,B,A,A,D,A,A,B
210054038740,11,F,1,parda,brasileiro,1,8,nao_respondeu,,,,,,,Macapá,482.2,562.3,454.6,438.6,espanhol,140.0,140.0,120.0,120.0,100.0,620.0,H,E,C,B,5.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210051184381,6,F,1,parda,brasileiro,1,5,nao_respondeu,,,,,,,Santana,490.5,420.3,473.0,507.7,espanhol,120.0,160.0,120.0,160.0,180.0,740.0,E,F,D,D,3.0,D,A,C,C,B,A,B,A,B,A,A,A,A,B,A,A,D,B,B,B
210053663437,3,M,1,preta,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,481.3,362.8,555.7,536.7,espanhol,100.0,120.0,120.0,120.0,100.0,560.0,E,G,B,D,5.0,D,A,B,E,A,B,B,B,B,A,B,A,A,B,A,A,D,A,A,B
210051278216,7,M,1,parda,brasileiro,1,0,nao_respondeu,,,,,,,Santana,402.4,443.9,371.0,479.7,espanhol,100.0,120.0,100.0,140.0,80.0,540.0,E,F,D,B,4.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210053909414,15,M,1,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,494.5,582.8,480.6,446.3,espanhol,100.0,120.0,100.0,120.0,120.0,560.0,E,C,F,F,2.0,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B
210054064429,8,F,1,parda,brasileiro,1,5,nao_respondeu,,,,,,,Macapá,554.6,511.2,497.3,505.3,ingles,100.0,120.0,120.0,120.0,100.0,560.0,H,G,F,D,4.0,G,A,C,C,B,B,B,B,B,B,B,A,B,D,A,A,E,A,C,B
210052669237,3,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Laranjal do Jari,578.3,583.3,501.9,472.6,ingles,100.0,100.0,80.0,80.0,100.0,460.0,C,B,C,F,5.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210053668217,3,F,1,nao_declarado,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,517.1,556.9,572.2,383.6,ingles,120.0,120.0,100.0,100.0,80.0,520.0,E,E,D,C,3.0,D,A,C,C,B,A,B,B,B,B,B,A,B,D,B,B,D,A,B,B
210052788883,5,F,1,preta,brasileiro,1,3,nao_respondeu,,,,,,,Oiapoque,421.5,535.9,550.2,473.2,espanhol,160.0,180.0,160.0,160.0,180.0,840.0,B,E,A,B,3.0,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,B,A
210053107436,5,F,1,branca,naturalizado,1,1,nao_respondeu,,,,,,,Macapá,421.7,434.9,450.9,425.6,espanhol,80.0,200.0,120.0,120.0,80.0,600.0,D,E,F,C,4.0,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
210052609696,3,M,1,parda,brasileiro,2,0,privada,1.0,,,,,,Santana,543.6,606.5,579.8,616.2,ingles,120.0,200.0,100.0,120.0,160.0,700.0,G,F,B,B,5.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
210053224169,2,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Santana,433.5,420.7,441.1,433.7,espanhol,100.0,120.0,120.0,120.0,100.0,560.0,E,F,C,B,4.0,D,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
210051120678,11,M,1,parda,brasileiro,1,13,nao_respondeu,,,,,,,Macapá,586.2,647.6,571.9,583.5,espanhol,120.0,120.0,100.0,120.0,80.0,540.0,B,A,B,A,1.0,H,A,B,B,B,A,B,A,B,A,B,A,A,B,A,B,B,A,B,B
210052197891,6,F,1,preta,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,613.8,662.5,620.6,735.9,espanhol,160.0,200.0,180.0,200.0,180.0,920.0,B,E,B,B,5.0,C,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210052316262,9,F,1,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,376.2,446.5,502.7,484.8,espanhol,80.0,120.0,80.0,80.0,120.0,480.0,B,C,A,B,5.0,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,C,A,A,B
210054106210,5,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,403.5,546.0,451.0,643.8,espanhol,100.0,120.0,120.0,120.0,160.0,620.0,B,E,B,B,5.0,C,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210052132894,2,M,1,preta,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,495.5,550.8,483.5,480.6,ingles,120.0,180.0,140.0,140.0,200.0,780.0,D,G,B,D,3.0,L,A,B,C,C,A,B,A,B,A,A,A,A,C,A,B,D,A,B,B
210051434798,4,F,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Santana,427.3,477.8,448.3,404.8,ingles,120.0,120.0,120.0,120.0,120.0,600.0,E,C,B,B,3.0,C,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,C,A,A,B
210054073718,6,F,1,branca,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,527.4,509.1,501.2,626.3,ingles,160.0,180.0,140.0,160.0,120.0,760.0,G,F,E,D,3.0,N,A,C,E,B,A,B,A,B,A,A,A,B,C,B,B,E,B,E,B
210052641003,4,F,1,preta,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,522.7,556.7,514.7,433.4,espanhol,120.0,200.0,120.0,120.0,140.0,700.0,C,C,B,B,4.0,C,A,B,A,A,A,A,C,B,A,A,A,A,B,A,A,C,A,A,B
210051366413,3,F,0,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,638.1,603.0,559.8,702.2,ingles,160.0,200.0,140.0,180.0,200.0,880.0,G,G,D,D,4.0,O,A,D,D,B,A,B,B,B,A,A,B,B,D,B,A,D,A,D,B
210051890687,13,F,2,parda,brasileiro,1,15,nao_respondeu,,,,,,,Santana,446.6,549.2,479.7,484.8,espanhol,100.0,120.0,120.0,80.0,0.0,420.0,H,B,F,B,4.0,D,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
210051647148,2,M,1,parda,brasileiro,2,0,publica,1.0,Serra do Navio,AP,2.0,2.0,1.0,Macapá,449.9,431.5,527.5,497.4,ingles,120.0,120.0,80.0,80.0,120.0,520.0,E,E,B,C,5.0,D,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,D,A,A,B
210051944402,8,F,1,parda,brasileiro,1,6,nao_respondeu,,,,,,,Macapá,530.7,538.5,539.4,457.5,espanhol,140.0,120.0,120.0,120.0,60.0,560.0,G,F,D,E,3.0,D,A,B,C,A,B,B,A,B,A,A,A,A,C,A,A,D,A,B,B
210053002025,4,F,1,preta,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,470.3,516.1,470.8,458.0,espanhol,80.0,160.0,120.0,120.0,100.0,580.0,D,D,B,B,6.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
210052434576,7,F,1,parda,brasileiro,1,4,nao_respondeu,,,,,,,Santana,471.9,626.4,568.4,472.1,ingles,140.0,200.0,140.0,140.0,180.0,800.0,F,H,F,F,4.0,C,A,B,D,A,A,B,A,B,B,A,A,A,C,A,A,E,A,B,B
210053691663,2,F,1,branca,brasileiro,2,0,publica,1.0,,,,,,Macapá,460.5,464.2,375.3,426.4,ingles,120.0,120.0,100.0,120.0,80.0,540.0,D,F,A,D,9.0,I,A,B,D,B,A,B,B,B,B,A,A,A,B,A,B,E,A,A,A
210052994480,17,M,1,parda,brasileiro,1,0,nao_respondeu,,,,,,,Santana,402.3,448.1,346.0,460.4,espanhol,60.0,120.0,100.0,120.0,140.0,540.0,A,A,A,A,4.0,C,A,B,D,A,A,B,A,B,B,A,A,A,C,A,A,E,A,B,B
210054060739,7,F,1,preta,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,541.2,620.3,543.7,556.5,ingles,140.0,200.0,160.0,200.0,180.0,880.0,E,F,F,D,5.0,G,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,A
210051709990,8,F,1,parda,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,472.7,384.9,444.3,372.2,espanhol,120.0,120.0,120.0,120.0,120.0,600.0,E,E,B,B,7.0,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,A
210051897717,5,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,463.3,543.6,513.8,440.3,espanhol,140.0,120.0,140.0,120.0,80.0,600.0,B,D,A,A,3.0,B,A,C,D,A,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B
210052889212,6,M,1,parda,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,444.0,617.4,576.5,721.5,ingles,160.0,180.0,120.0,160.0,80.0,700.0,E,E,E,D,3.0,M,A,C,E,B,A,B,B,B,A,A,A,A,C,A,B,C,A,C,B
210052548261,2,M,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,437.5,428.4,416.6,567.8,ingles,120.0,120.0,80.0,100.0,100.0,520.0,F,E,D,D,4.0,H,A,B,C,B,A,B,A,C,A,B,A,B,B,A,A,E,B,E,B
210052470013,2,F,1,branca,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,577.3,606.4,595.3,673.4,ingles,160.0,200.0,140.0,180.0,200.0,880.0,E,G,D,D,3.0,M,D,D,D,B,A,B,B,B,A,B,A,B,C,A,A,D,B,C,B
210053172144,11,F,1,preta,brasileiro,1,11,nao_respondeu,,,,,,,Macapá,623.2,697.1,639.0,586.7,ingles,120.0,120.0,120.0,120.0,100.0,580.0,H,E,F,F,5.0,D,A,C,D,B,A,B,A,B,A,A,A,A,C,A,A,D,A,B,B
210052650580,2,F,1,branca,brasileiro,2,0,privada,1.0,,,,,,Macapá,495.8,540.3,461.5,546.8,espanhol,120.0,180.0,120.0,140.0,140.0,700.0,F,F,E,E,4.0,K,A,E,D,B,A,B,B,B,B,B,A,B,E,A,A,E,A,C,B
210053600765,11,F,1,branca,brasileiro,1,11,nao_respondeu,,,,,,,Macapá,450.7,626.7,637.8,517.6,ingles,140.0,180.0,120.0,120.0,140.0,700.0,H,G,F,F,4.0,G,A,C,D,B,A,B,A,B,A,A,A,B,B,A,A,E,A,A,B
210051754972,3,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,510.8,501.3,518.0,595.3,ingles,120.0,120.0,120.0,120.0,120.0,600.0,D,E,B,F,6.0,E,A,C,E,A,A,B,B,B,A,B,A,B,B,A,A,E,A,A,B
210051017064,4,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,366.4,435.4,466.7,410.1,espanhol,140.0,120.0,100.0,120.0,20.0,500.0,E,E,B,B,6.0,D,A,B,D,B,A,B,B,B,B,B,B,A,D,A,B,E,A,B,B
210053539280,4,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Laranjal do Jari,482.8,631.8,596.7,542.7,espanhol,160.0,200.0,180.0,180.0,160.0,880.0,E,E,C,B,7.0,G,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,E,A,A,A
210051545550,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Amapá,412.8,431.8,391.2,423.7,espanhol,120.0,120.0,100.0,120.0,40.0,500.0,E,D,F,F,4.0,A,A,B,B,A,B,B,B,B,A,A,A,A,B,A,A,B,A,A,B
210051732429,2,F,1,branca,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,473.5,627.3,515.3,431.7,ingles,120.0,180.0,120.0,140.0,180.0,740.0,E,F,C,D,4.0,D,A,C,D,B,A,B,B,B,A,B,A,B,E,A,B,E,A,A,B
210053625787,3,M,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,570.1,555.3,592.4,591.0,ingles,140.0,120.0,100.0,120.0,80.0,560.0,G,G,D,E,4.0,L,C,D,C,C,A,B,B,B,A,B,A,B,D,A,B,D,A,A,B
210053042486,11,M,1,parda,brasileiro,1,9,nao_respondeu,,,,,,,Macapá,447.5,404.5,457.9,434.5,espanhol,100.0,120.0,120.0,120.0,140.0,600.0,H,F,F,B,3.0,A,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210053228955,6,F,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Santana,459.9,369.4,417.5,495.8,espanhol,120.0,120.0,120.0,100.0,100.0,560.0,D,E,B,B,6.0,C,A,B,C,A,A,B,B,A,A,B,A,A,C,A,A,C,A,B,B
210054054366,8,F,1,parda,brasileiro,1,6,nao_respondeu,,,,,,,Macapá,398.6,547.6,477.9,415.2,espanhol,160.0,200.0,160.0,200.0,200.0,920.0,B,C,A,B,5.0,C,A,C,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
210053208974,2,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Santana,513.0,470.2,504.7,438.4,ingles,120.0,120.0,120.0,120.0,160.0,640.0,D,E,F,F,6.0,H,A,C,D,B,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B
210052572178,3,F,0,branca,brasileiro,2,0,publica,1.0,Santana,AP,4.0,1.0,1.0,Santana,416.1,501.6,476.0,432.4,espanhol,120.0,120.0,120.0,160.0,100.0,620.0,E,E,B,F,8.0,B,A,C,E,A,A,B,B,B,A,B,A,A,B,A,B,B,A,A,B
210054073419,10,F,1,indigena,brasileiro,1,3,nao_respondeu,,,,,,,Oiapoque,386.8,372.8,447.1,410.6,espanhol,80.0,120.0,80.0,120.0,0.0,400.0,E,E,D,A,6.0,C,A,B,D,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A
210054033896,2,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,613.4,636.4,553.0,703.7,ingles,180.0,200.0,160.0,200.0,180.0,920.0,E,E,D,B,3.0,D,A,C,C,C,A,B,B,B,A,B,A,A,C,A,B,D,A,B,B
210051814033,2,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,369.9,535.1,448.1,565.2,espanhol,120.0,200.0,120.0,120.0,160.0,720.0,B,E,F,F,9.0,C,A,B,D,B,B,B,B,B,A,A,A,A,C,A,A,E,A,A,B
210052034617,2,F,1,branca,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,551.0,616.3,574.9,461.2,espanhol,140.0,120.0,120.0,120.0,100.0,600.0,E,E,E,B,3.0,E,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210053167159,7,M,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,497.1,415.2,566.3,525.0,espanhol,120.0,180.0,140.0,120.0,160.0,720.0,E,F,C,F,1.0,A,A,B,B,A,A,B,A,A,A,B,A,A,B,A,A,B,A,B,A
210051693053,9,M,1,parda,brasileiro,1,6,nao_respondeu,,,,,,,Macapá,396.3,371.7,505.3,501.3,ingles,120.0,140.0,120.0,120.0,0.0,500.0,A,C,A,B,4.0,B,A,C,D,A,A,B,B,B,A,A,A,A,C,A,A,D,A,B,B
210053249159,3,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,411.9,448.7,453.2,488.4,espanhol,120.0,120.0,100.0,120.0,80.0,540.0,E,F,F,B,4.0,D,A,B,C,B,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210052216752,12,F,1,indigena,brasileiro,1,15,nao_respondeu,,,,,,,Oiapoque,367.7,401.7,370.8,454.1,espanhol,80.0,120.0,80.0,100.0,60.0,440.0,A,B,A,B,3.0,A,A,B,B,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A
210053101182,5,F,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Santana,388.0,412.6,412.9,414.1,espanhol,120.0,120.0,120.0,120.0,120.0,600.0,D,E,C,B,4.0,B,A,B,C,A,A,B,B,B,B,A,A,A,B,A,A,C,A,A,B
