NU_INSCRICAO,FAIXA_ETARIA,SEXO,ESTADO_CIVIL,COR_RACA,NACIONALIDADE,ST_CONCLUSAO,ANO_CONCLUSAO,TP_ESCOLA,TP_ENSINO,MUNICIPIO_ESC,UF_ESC,DEPENDENCIA_ADM_ESC,LOCALIZACAO_ESC,SIT_FUNC_ESC,MUNICIPIO_PROVA,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,LINGUA,COMP1_REDACAO,COMP2_REDACAO,COMP3_REDACAO,COMP4_REDACAO,COMP5_REDACAO,NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
210053252933,2,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Santana,416.4,524.4,425.9,492.7,ingles,100.0,180.0,140.0,160.0,140.0,720.0,E,E,C,B,4.0,C,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B
210051770725,9,M,1,parda,brasileiro,1,7,nao_respondeu,,,,,,,Macapá,394.7,608.8,519.3,495.0,espanhol,140.0,180.0,140.0,140.0,120.0,720.0,E,E,F,F,12.0,H,A,C,D,C,A,C,A,B,A,A,A,A,C,A,A,B,A,A,B
210052444280,4,F,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,470.5,561.7,482.8,584.6,espanhol,100.0,200.0,120.0,140.0,160.0,720.0,B,E,A,A,6.0,B,A,B,E,A,A,A,B,B,A,A,A,A,A,B,A,E,A,A,B
210052852827,6,M,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Porto Grande,553.4,563.9,518.6,501.1,espanhol,140.0,160.0,160.0,180.0,180.0,820.0,H,H,D,F,5.0,B,A,B,D,A,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B
210052183898,9,F,0,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,414.9,466.9,345.2,402.9,espanhol,100.0,100.0,100.0,120.0,40.0,460.0,B,B,B,B,6.0,B,A,B,D,A,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210051373865,4,F,1,parda,naturalizado,1,2,nao_respondeu,,,,,,,Laranjal do Jari,437.9,541.6,530.1,387.3,espanhol,120.0,200.0,120.0,140.0,120.0,700.0,D,C,B,F,3.0,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210052687594,4,F,1,nao_declarado,brasileiro,2,0,publica,1.0,,,,,,Macapá,524.1,537.4,545.2,444.5,espanhol,120.0,120.0,120.0,120.0,40.0,520.0,E,E,C,B,6.0,B,A,C,C,A,A,B,B,B,A,A,A,A,B,A,A,C,A,A,B
210051540915,13,F,2,parda,brasileiro,1,0,nao_respondeu,,,,,,,Santana,432.9,349.5,365.1,376.0,ingles,40.0,40.0,40.0,60.0,0.0,180.0,A,A,A,A,6.0,B,A,A,C,A,A,A,B,B,A,A,A,A,B,A,A,B,A,A,A
210053236973,5,F,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,544.4,629.1,564.5,570.2,espanhol,160.0,200.0,160.0,140.0,100.0,760.0,E,E,D,D,3.0,C,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,D,A,B,B
210052007222,2,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,591.6,602.7,595.2,499.3,espanhol,160.0,200.0,160.0,200.0,140.0,860.0,A,E,B,B,3.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
210051206912,6,F,1,parda,naturalizado,1,4,nao_respondeu,,,,,,,Macapá,433.6,384.6,474.9,395.2,espanhol,80.0,120.0,80.0,100.0,100.0,480.0,D,D,C,A,1.0,A,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
210051173960,2,F,1,amarela,brasileiro,2,0,publica,1.0,Oiapoque,AP,2.0,1.0,1.0,Oiapoque,473.0,507.9,496.4,600.4,espanhol,100.0,120.0,100.0,120.0,120.0,560.0,H,D,F,B,3.0,C,A,B,B,A,A,B,A,B,A,A,A,A,B,B,A,D,A,A,B
210054122595,4,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Santana,367.9,442.7,348.5,468.2,ingles,60.0,120.0,100.0,80.0,80.0,440.0,C,E,B,B,6.0,B,A,A,C,A,A,A,B,B,A,A,A,A,B,A,A,B,A,A,B
210053686356,3,F,1,preta,brasileiro,2,0,publica,1.0,,,,,,Porto Grande,389.2,444.5,380.9,477.8,espanhol,120.0,120.0,100.0,100.0,80.0,520.0,E,E,B,B,6.0,C,A,B,C,B,A,B,B,B,A,A,A,A,B,A,A,C,A,A,B
210053688481,3,F,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,436.5,554.4,534.0,410.0,ingles,160.0,180.0,120.0,120.0,100.0,680.0,C,E,C,B,5.0,B,A,C,D,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210054117999,3,F,1,branca,brasileiro,2,0,publica,1.0,,,,,,Macapá,446.2,373.5,345.1,395.4,espanhol,120.0,200.0,120.0,160.0,180.0,780.0,H,E,C,F,6.0,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,E,A,A,B
210053224920,3,F,3,amarela,brasileiro,1,1,nao_respondeu,,,,,,,Oiapoque,488.0,485.7,489.9,467.2,espanhol,100.0,120.0,120.0,120.0,60.0,520.0,C,B,F,B,4.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,E,A,A,A
210052631786,3,F,1,branca,naturalizado,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,467.2,511.4,448.9,565.1,espanhol,140.0,120.0,120.0,120.0,160.0,660.0,G,E,B,C,5.0,C,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210051518821,13,M,1,branca,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,453.1,436.2,412.2,372.2,espanhol,140.0,120.0,80.0,120.0,120.0,580.0,B,A,A,A,2.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
210054044288,11,F,1,branca,brasileiro,1,10,nao_respondeu,,,,,,,Macapá,494.6,494.3,458.0,441.8,espanhol,120.0,120.0,100.0,120.0,120.0,580.0,H,E,C,F,7.0,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,B,A,B
210052016786,4,M,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,421.5,531.0,459.6,547.0,espanhol,120.0,120.0,100.0,100.0,100.0,540.0,E,F,B,B,3.0,C,A,B,B,A,A,B,A,B,A,B,B,A,B,A,A,D,B,A,B
210052920849,5,F,1,branca,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,620.1,698.4,667.3,749.6,ingles,180.0,200.0,180.0,200.0,200.0,960.0,G,G,D,D,3.0,N,D,E,D,B,A,B,B,B,A,B,B,B,D,A,B,D,A,B,B
210051266065,3,F,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,508.9,494.4,411.4,366.3,espanhol,120.0,120.0,120.0,120.0,0.0,480.0,E,E,D,D,4.0,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,C,A,A,B
210051321875,4,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,543.0,570.6,552.4,475.4,espanhol,140.0,120.0,120.0,160.0,120.0,660.0,E,C,D,F,3.0,B,A,C,C,A,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B
210051755722,6,M,1,nao_declarado,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,368.4,574.4,565.8,590.6,ingles,120.0,120.0,100.0,120.0,140.0,600.0,B,B,A,A,3.0,B,A,B,C,A,A,A,B,B,A,A,A,A,B,A,A,B,A,A,A
210052054598,5,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,451.6,467.3,465.9,405.3,espanhol,120.0,40.0,40.0,120.0,40.0,360.0,F,E,B,B,5.0,B,A,B,C,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,B
210054042158,6,F,1,branca,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,434.8,476.0,460.9,483.1,espanhol,160.0,160.0,160.0,180.0,120.0,780.0,E,B,B,B,3.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210051353144,2,M,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,514.3,442.1,434.3,460.1,ingles,120.0,120.0,100.0,120.0,0.0,460.0,E,E,B,D,4.0,D,A,C,D,A,B,B,B,B,A,A,A,A,B,A,A,C,A,A,B
210053283528,5,M,1,nao_declarado,brasileiro,2,0,publica,1.0,,,,,,Macapá,539.1,487.0,418.4,377.6,espanhol,120.0,120.0,120.0,140.0,100.0,600.0,H,B,B,F,4.0,B,A,B,C,A,A,A,B,B,A,A,A,A,B,A,A,B,A,B,A
210053241084,7,F,1,parda,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,369.2,506.9,510.8,488.4,espanhol,120.0,200.0,120.0,140.0,120.0,700.0,C,E,F,B,7.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
210053095112,4,F,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,502.3,642.7,712.7,404.2,espanhol,140.0,180.0,160.0,180.0,180.0,840.0,F,F,E,D,5.0,L,D,C,E,C,A,B,A,B,A,B,A,A,E,B,A,E,A,E,B
210051407661,2,F,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,519.4,665.7,619.8,685.8,ingles,160.0,200.0,180.0,200.0,200.0,940.0,G,G,D,D,4.0,F,A,D,D,B,A,B,B,B,A,A,A,A,D,A,A,D,A,B,B
210054115792,4,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,358.2,538.2,462.7,426.3,espanhol,100.0,180.0,120.0,160.0,200.0,760.0,D,D,C,D,4.0,C,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,D,A,B,B
210054432180,5,F,1,branca,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,426.7,583.7,541.0,620.4,espanhol,120.0,180.0,100.0,120.0,140.0,660.0,H,E,F,B,4.0,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
210053115346,6,F,1,parda,brasileiro,1,0,nao_respondeu,,,,,,,Santana,356.0,418.2,348.0,416.5,espanhol,100.0,120.0,120.0,100.0,140.0,580.0,A,D,A,B,6.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
210054116065,3,F,1,nao_declarado,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,394.1,535.0,438.1,399.1,ingles,140.0,160.0,140.0,160.0,140.0,740.0,E,E,B,B,9.0,B,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,E,A,A,B
210052439021,3,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,387.8,353.1,441.2,408.1,espanhol,120.0,100.0,80.0,120.0,0.0,420.0,E,E,A,A,5.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,B,A,A
210054116305,2,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,380.0,341.6,422.5,439.9,ingles,140.0,120.0,120.0,120.0,0.0,500.0,E,E,B,B,8.0,C,A,C,D,A,A,B,A,B,A,A,A,A,C,A,A,E,A,A,B
210054098468,6,F,1,preta,brasileiro,1,2,nao_respondeu,,,,,,,Santana,399.3,511.8,502.0,478.4,espanhol,80.0,160.0,120.0,160.0,200.0,720.0,B,E,A,B,8.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
210051550109,7,F,1,parda,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,506.6,570.4,559.5,446.4,espanhol,120.0,200.0,120.0,120.0,160.0,720.0,F,G,C,D,3.0,B,A,C,D,A,A,B,A,A,A,A,A,A,B,A,A,D,A,B,B
210052840221,11,F,4,preta,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,424.9,527.8,511.5,481.4,espanhol,120.0,120.0,120.0,120.0,100.0,580.0,F,C,D,B,1.0,C,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B
210051968019,8,F,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,388.9,440.5,378.6,442.0,espanhol,80.0,120.0,100.0,100.0,160.0,560.0,A,B,A,A,2.0,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
210052676810,13,F,3,parda,brasileiro,1,9,nao_respondeu,,,,,,,Macapá,472.3,369.5,406.2,460.6,espanhol,120.0,120.0,120.0,120.0,80.0,560.0,A,E,C,B,3.0,A,A,A,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
210051492620,2,F,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,525.7,583.4,541.2,505.8,ingles,120.0,200.0,120.0,200.0,200.0,840.0,E,E,B,B,3.0,A,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,C,A,A,B
210054121211,3,F,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,449.1,449.7,520.7,484.7,espanhol,140.0,180.0,120.0,160.0,120.0,720.0,H,D,F,B,3.0,B,B,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
210052319397,3,F,1,preta,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,498.1,603.1,545.1,618.6,ingles,120.0,200.0,120.0,160.0,120.0,720.0,G,G,D,D,2.0,F,A,B,D,B,A,B,B,B,A,A,A,A,D,A,A,D,A,B,B
210052721479,6,F,1,preta,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,544.8,620.2,518.4,669.2,espanhol,160.0,200.0,140.0,200.0,180.0,880.0,E,E,D,B,5.0,J,A,E,E,B,A,C,C,B,A,B,A,A,E,A,A,E,A,B,B
210054082526,7,F,1,parda,brasileiro,1,5,nao_respondeu,,,,,,,Macapá,465.9,470.4,405.0,390.5,espanhol,140.0,120.0,120.0,120.0,100.0,600.0,E,E,B,B,6.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
210053267242,2,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,419.3,390.1,425.8,551.1,ingles,80.0,120.0,100.0,100.0,140.0,540.0,H,E,B,B,4.0,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
210051603842,4,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,449.4,443.0,455.4,551.2,ingles,100.0,120.0,80.0,100.0,120.0,520.0,A,E,C,B,4.0,D,A,B,C,B,B,B,B,B,A,A,A,A,B,A,A,D,A,B,B
210053472605,17,M,2,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,648.0,693.1,618.3,658.2,ingles,160.0,200.0,160.0,160.0,120.0,800.0,D,D,B,B,4.0,P,B,C,D,B,A,B,B,B,A,B,B,A,D,B,B,E,A,D,B
210051180323,10,M,1,parda,brasileiro,1,6,nao_respondeu,,,,,,,Macapá,518.1,573.0,490.3,660.9,ingles,120.0,120.0,120.0,120.0,120.0,600.0,E,E,D,A,5.0,D,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
210052252318,4,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Santana,474.6,505.8,493.4,413.1,espanhol,120.0,120.0,120.0,140.0,60.0,560.0,C,B,A,A,6.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210053252286,3,F,1,nao_declarado,brasileiro,2,0,publica,1.0,,,,,,Macapá,536.7,585.5,542.3,541.5,ingles,160.0,200.0,160.0,160.0,200.0,880.0,B,B,B,B,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,A
210053250960,3,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,475.6,467.3,427.1,486.0,ingles,100.0,120.0,100.0,120.0,120.0,560.0,E,E,C,B,5.0,B,A,B,B,A,A,B,B,B,B,B,A,A,B,A,A,B,A,A,B
210053159236,5,M,1,preta,brasileiro,1,1,nao_respondeu,,,,,,,Mazagão,413.2,400.3,400.3,378.2,espanhol,100.0,80.0,80.0,80.0,60.0,400.0,B,B,A,B,10.0,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,D,A,A,A
210052473309,8,F,1,parda,brasileiro,1,5,nao_respondeu,,,,,,,Macapá,413.1,431.3,445.8,373.5,espanhol,120.0,120.0,80.0,80.0,0.0,400.0,B,C,A,A,10.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
210053252522,3,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,513.0,422.9,380.2,424.0,espanhol,100.0,120.0,120.0,120.0,140.0,600.0,D,C,C,B,4.0,F,A,B,D,B,A,B,B,B,A,B,A,A,D,A,A,D,A,A,B
210053189533,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Santana,409.7,395.0,435.4,483.0,ingles,80.0,120.0,80.0,120.0,0.0,400.0,E,F,C,D,4.0,B,A,D,C,B,A,B,B,C,B,A,A,A,C,A,B,E,A,A,B
210051406307,3,F,1,parda,brasileiro,2,0,publica,1.0,Pedra Branca do Amapari,AP,2.0,1.0,1.0,Porto Grande,359.3,388.3,414.6,548.1,espanhol,120.0,120.0,100.0,120.0,140.0,600.0,B,E,A,B,4.0,C,A,B,A,A,A,B,A,B,B,A,A,A,B,B,A,B,A,A,B
210051737261,3,M,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Santana,529.7,561.3,515.8,497.6,ingles,140.0,200.0,140.0,140.0,160.0,780.0,E,E,F,F,4.0,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
210052670345,5,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,481.2,373.4,426.1,411.3,espanhol,100.0,100.0,120.0,120.0,120.0,560.0,B,B,B,B,5.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210051505584,4,M,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,676.9,677.4,592.2,767.2,ingles,140.0,200.0,160.0,180.0,200.0,880.0,E,G,C,D,8.0,G,A,E,E,B,A,B,B,B,B,B,A,B,E,A,A,E,A,B,B
210052011073,12,M,1,parda,brasileiro,1,14,nao_respondeu,,,,,,,Macapá,560.0,690.7,618.4,519.3,espanhol,120.0,100.0,80.0,100.0,120.0,520.0,H,H,D,F,6.0,D,A,C,D,B,A,B,A,A,A,B,A,A,C,A,A,E,A,B,B
210051580087,3,F,1,preta,brasileiro,2,0,publica,1.0,,,,,,Macapá,472.1,614.6,606.2,511.9,ingles,160.0,200.0,180.0,200.0,200.0,940.0,F,E,B,B,5.0,B,A,B,D,A,A,B,B,B,A,A,A,A,C,A,A,D,B,B,B
210052929540,2,M,1,branca,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,587.2,652.0,596.0,650.7,ingles,180.0,200.0,160.0,180.0,180.0,900.0,F,G,E,E,4.0,P,D,E,E,B,A,C,B,B,A,B,A,B,C,B,A,D,B,D,B
210052437164,6,F,1,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,438.5,452.9,441.7,452.3,espanhol,140.0,180.0,140.0,120.0,140.0,720.0,F,E,D,B,5.0,G,A,C,D,B,A,C,B,B,A,A,A,A,C,A,A,D,A,A,B
210052961685,13,M,1,parda,brasileiro,1,15,nao_respondeu,,,,,,,Santana,550.4,711.6,625.2,484.4,espanhol,120.0,180.0,140.0,120.0,160.0,720.0,E,E,F,B,9.0,G,A,B,C,A,A,B,A,B,A,A,A,A,C,A,A,D,A,B,B
210053232843,3,F,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,469.3,469.6,574.9,401.8,espanhol,140.0,140.0,120.0,160.0,120.0,680.0,G,G,D,B,6.0,D,A,D,D,B,A,B,B,B,B,A,A,A,C,A,B,E,A,D,B
210051217097,3,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,394.6,434.2,465.1,411.9,ingles,120.0,80.0,100.0,120.0,0.0,420.0,E,E,C,B,4.0,B,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,C,A,A,A
210053672351,5,F,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,549.1,605.2,541.1,428.4,espanhol,120.0,120.0,120.0,120.0,100.0,580.0,B,E,A,B,3.0,B,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,B
210051669758,2,M,2,branca,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,596.2,663.8,612.0,679.0,ingles,140.0,200.0,160.0,200.0,160.0,860.0,G,F,E,E,3.0,M,A,D,D,C,A,C,C,B,A,C,A,B,E,B,A,D,A,C,B
210052961941,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,418.0,410.7,367.2,479.1,espanhol,140.0,180.0,100.0,120.0,40.0,580.0,F,G,D,D,3.0,D,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B
210052946892,4,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,591.6,415.6,322.1,452.0,espanhol,120.0,120.0,100.0,60.0,20.0,420.0,H,C,F,F,7.0,B,A,B,C,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,A
210051397655,5,M,1,branca,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,632.2,652.0,562.0,690.0,espanhol,140.0,180.0,140.0,160.0,160.0,780.0,D,D,C,B,5.0,C,A,D,D,B,B,B,B,B,B,B,A,A,C,B,A,D,A,A,B
210054115249,3,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,446.2,496.8,459.7,418.8,ingles,80.0,100.0,80.0,80.0,80.0,420.0,A,A,B,B,7.0,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
210052704192,4,F,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Santana,420.7,377.9,341.2,574.2,espanhol,120.0,120.0,140.0,140.0,100.0,620.0,F,F,D,D,2.0,D,A,B,C,A,A,B,B,B,B,A,A,A,B,A,A,C,A,B,B
210053105539,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,372.9,466.3,431.2,400.0,ingles,120.0,120.0,120.0,120.0,120.0,600.0,H,E,F,B,3.0,B,A,B,C,B,A,B,A,B,A,A,A,A,C,A,A,C,A,A,B
210051197314,11,F,1,preta,brasileiro,1,9,nao_respondeu,,,,,,,Macapá,435.3,473.1,451.6,481.9,espanhol,120.0,100.0,100.0,80.0,160.0,560.0,H,H,F,F,4.0,B,A,B,C,A,A,A,B,B,A,A,A,A,B,A,A,B,A,A,A
210051220379,3,M,1,branca,brasileiro,2,0,publica,1.0,,,,,,Macapá,370.2,503.2,425.9,517.1,espanhol,100.0,120.0,100.0,120.0,140.0,580.0,F,D,E,C,3.0,C,A,B,D,A,A,B,A,B,A,A,A,B,B,B,A,D,A,C,B
210052011514,3,M,1,preta,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,472.4,583.8,601.7,561.5,espanhol,160.0,200.0,160.0,160.0,200.0,880.0,D,E,B,B,7.0,C,A,D,E,A,B,B,A,A,A,A,A,A,C,A,A,E,A,C,B
210051067056,5,F,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Santana,444.8,484.3,516.2,505.0,ingles,120.0,120.0,80.0,120.0,120.0,560.0,E,D,C,A,4.0,B,A,B,C,B,A,B,B,B,A,A,A,A,C,A,A,D,A,A,A
210052779638,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,457.1,641.0,534.9,502.7,ingles,160.0,200.0,160.0,180.0,200.0,900.0,G,F,D,D,4.0,F,A,B,C,B,B,B,A,B,A,B,A,B,C,A,A,E,A,A,B
210051708813,4,F,1,nao_declarado,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,536.1,588.4,517.5,476.6,espanhol,140.0,200.0,140.0,140.0,180.0,800.0,C,G,B,B,4.0,E,A,B,B,A,A,B,A,A,A,B,A,A,B,A,A,C,A,A,B
210051182195,4,F,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,568.1,608.0,514.2,681.3,espanhol,180.0,200.0,180.0,200.0,180.0,940.0,B,C,A,D,6.0,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,D,A,A,B
210051313587,3,F,1,parda,brasileiro,2,0,publica,1.0,Cutias,AP,2.0,1.0,1.0,Macapá,479.5,568.5,523.2,577.7,espanhol,120.0,120.0,120.0,120.0,180.0,660.0,D,F,D,D,5.0,G,A,C,D,B,A,B,B,A,A,B,A,A,C,A,A,E,A,A,B
210052497204,4,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,625.1,690.1,588.2,736.9,ingles,160.0,200.0,160.0,180.0,200.0,900.0,G,F,E,D,3.0,P,A,C,D,C,A,B,B,B,A,A,A,B,E,B,A,D,A,C,B
210052032322,5,M,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,392.3,379.6,529.7,381.5,espanhol,120.0,120.0,100.0,120.0,140.0,600.0,C,G,A,A,4.0,B,A,B,D,B,A,B,B,B,A,B,A,A,A,A,B,E,A,B,B
210053620954,5,M,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,546.6,574.1,492.7,562.3,ingles,140.0,120.0,120.0,160.0,80.0,620.0,C,E,C,C,3.0,C,A,C,C,B,A,C,B,B,A,A,A,A,C,A,A,D,A,B,B
210051590888,7,F,1,parda,brasileiro,1,5,nao_respondeu,,,,,,,Macapá,511.2,553.8,491.1,396.6,espanhol,120.0,200.0,120.0,160.0,140.0,740.0,B,D,D,C,4.0,B,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,C,A,B,A
210053256666,2,F,1,preta,brasileiro,2,0,publica,1.0,,,,,,Macapá,462.8,549.3,567.8,480.3,ingles,80.0,120.0,100.0,100.0,80.0,480.0,F,C,F,B,14.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210052720436,11,F,1,branca,brasileiro,1,0,nao_respondeu,,,,,,,Santana,394.5,536.0,422.3,538.8,espanhol,120.0,120.0,120.0,120.0,80.0,560.0,B,B,F,B,1.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
210053162652,2,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,535.7,564.8,499.0,606.3,espanhol,140.0,200.0,180.0,180.0,180.0,880.0,G,E,D,B,3.0,H,A,B,C,A,B,B,B,B,A,A,A,A,C,A,A,D,A,B,B
210052467584,5,F,1,nao_declarado,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,628.7,666.2,650.8,713.1,ingles,160.0,200.0,140.0,180.0,200.0,880.0,E,E,A,F,2.0,B,A,C,B,A,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A
210051081480,3,F,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,472.8,509.2,526.1,375.8,espanhol,120.0,120.0,100.0,120.0,80.0,540.0,E,D,F,B,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
210052475414,6,F,1,branca,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,549.7,576.6,537.3,468.3,ingles,120.0,200.0,140.0,160.0,120.0,740.0,G,F,D,D,3.0,I,A,C,C,C,A,B,B,B,A,B,A,B,D,A,B,D,B,B,B
